Time,"north dakota,divide","north dakota,williams","north dakota,mckenzie","north dakota,golden valley","north dakota,slope","north dakota,bowman","south dakota,harding","north dakota,billings","north dakota,stark","north dakota,dunn","north dakota,burke","north dakota,hettinger","north dakota,adams","south dakota,perkins","north dakota,mountrail","north dakota,mclean","north dakota,ward","north dakota,mercer","north dakota,renville","north dakota,morton","north dakota,grant","south dakota,corson","north dakota,sioux","north dakota,oliver","north dakota,bottineau","north dakota,mchenry","north dakota,burleigh","north dakota,sheridan","north dakota,emmons","south dakota,campbell","north dakota,pierce","north dakota,rolette","north dakota,kidder","north dakota,wells","north dakota,logan","north dakota,benson","north dakota,mcintosh","south dakota,mcpherson","north dakota,towner","north dakota,stutsman","north dakota,ramsey","north dakota,eddy","north dakota,foster","north dakota,la moure","north dakota,dickey","north dakota,cavalier","south dakota,brown","north dakota,nelson","north dakota,griggs","north dakota,barnes","north dakota,walsh","north dakota,ransom","north dakota,sargent","north dakota,pembina","north dakota,steele","south dakota,marshall","north dakota,grand forks","north dakota,cass","north dakota,traill","north dakota,richland","south dakota,roberts","minnesota,kittson","minnesota,marshall","minnesota,polk"
2002-07-04,0.0854509676363636,0.0772348315294118,0.0912358789347826,0.135382270129032,0.153927404317073,0.103555236939394,0.124015748590909,0.177602799166667,0.13228346535,0.119547556904762,0.0570866149210526,0.132217848666667,0.0937007873666667,0.0746995446578947,0.118755647245902,0.149282711,0.16252460634375,0.1331833522,0.0456931524242424,0.249229714782609,0.177705727686275,0.256572800932203,0.235134401068966,0.186456692,0.129921260078947,0.124278216233333,0.285056121489362,0.210208098071429,0.310761152666667,0.272851760434783,0.117878647676471,0.16683070625,0.304360988461538,0.10214348225,0.216535434333333,0.0895669301363636,0.363825843529412,0.2282370975,0.126563223264706,0.240611749730769,0.080118110675,0.0756979254545455,0.04822834875,0.121500436583333,0.1697834644375,0.0929615943265306,0.180856299375,0.0836035208235294,0.1238188976,0.128362859916667,0.0673570697826087,0.11343503971875,0.140121691090909,0.0704517203421053,0.0616141726,0.169994376785714,0.137411178097561,0.0823890921463415,0.1222440957,0.0832395951904762,0.125656168666667,0.08858267975,0.13681102525,0.181102365
2002-07-12,0.225662131590909,0.187586845882353,0.224965764565217,0.258826515806452,0.188784328682927,0.185993796212121,0.203292771136364,0.255905513333333,0.080216535675,0.121234845761905,0.198611687105263,0.0683508320277778,0.0637795279666667,0.135619559947368,0.137472570393443,0.0713515259041096,0.1428395680625,0.0588301468,0.230732523030303,0.0484106154814815,0.048865216254902,0.129736713046875,0.0592867071176471,0.02677165384,0.208575829347826,0.163576328129032,0.0529566159215686,0.0741001116785714,0.0534558187333333,0.120684433230769,0.198239927764706,0.269520992916667,0.105785690065217,0.1297244094,0.0762248469166667,0.222619901295455,0.102198161166667,0.110433072225,0.260189903823529,0.105680541242857,0.182086615725,0.125089477954545,0.0644685045,0.106594489175,0.089936023375,0.204081632918367,0.07012795309375,0.113131080058824,0.1431102355,0.0925196849375,0.0771140027391304,0.08858267746875,0.121689335590909,0.0834024035263158,0.157283465,0.109955006464286,0.147589783902439,0.148668915619048,0.167125985,0.134795652380952,0.116141733166667,0.114665356875,0.129921258,0.164370085
2002-07-20,0.1347956505,0.108383511588235,0.156581651032609,0.193548387741935,0.235836369512195,0.265211168181818,0.307533998636364,0.215004374777778,0.16289370085,0.130858643396825,0.114069623263158,0.1824146975,0.202624673,0.229486116315789,0.110171680245902,0.144644591506849,0.13982529315625,0.179190101714286,0.110355524666667,0.142680080888889,0.169291339215686,0.2001107276875,0.190597499705882,0.1770078748,0.0729202332391304,0.113157226,0.123205188196078,0.11067366762963,0.137707787644444,0.157934587076923,0.132121354176471,0.052657480625,0.116912016391304,0.108661417425,0.152668416972222,0.12168933475,0.183727035833333,0.1820866138,0.1113941645,0.0740719911857143,0.1116141739,0.0898353612272727,0.076525591875,0.130807085875,0.1253690943125,0.147999357857143,0.12007873890625,0.115678555205882,0.0728346467,0.0586450145416667,0.0863574119347826,0.10986712653125,0.109341447318182,0.0537712396578947,0.0971819317368421,0.150590550035714,0.104809534081081,0.0830612643414634,0.122668878,0.0744281968571429,0.0633202094166667,0.06545275575,0.101870080875,0.0561023615
2002-07-28,0.0912073475,0.0586106179516129,0.0492125989456522,0.0710536186190476,0.09094488275,0.0830350755757576,0.0912670014318182,0.0908985650882353,0.042716535775,0.0284339463492063,0.0605693518076923,0.0192218621764706,0.0215223102,0.0455864080789474,0.0424634422857143,0.0254017909863014,0.04355315059375,0.0160854896571429,0.0621570038484848,0.035261897326087,0.0088003707254902,0.03469488209375,0.0112320519705882,0.01007874048,0.0527216715434783,0.0179070360806452,0.0250887760392157,0.0172947135,0.0261592307333333,0.0298304064230769,0.0192218622058824,0.0288713910833333,0.0266642811363636,0.006397637875,0.0202318463888889,0.0229062279772727,0.0242782154166667,0.0321850403,0.038675314,0.0181818187272727,0.0193897643,0.000894774545454545,0.001968504,0.0161417327,0.0088582679375,0.0594695405789474,0.001476378,0.0199166284705882,0.01141732305,0.0160761156875,0.0131804178478261,0,0.00125268436363636,0.0238845149333333,0.01240157515,0.000421822285714286,0.0193009413170732,0,0.0001968504,0,0,0.0958005283333333,0.056102360625,0.047244096
2002-08-05,0.0621868295,0.0568480084848485,0.0595919832840909,0.0893079157368421,0.15137795225,0.217043432967742,0.115962777272727,0.11149606328,0.010537286,0.0312197822105263,0.108595801833333,0.09510334728125,0.152493436666667,0.116348943526316,0.0711614189,0.234009274945205,0.266732283875,0.153543305771429,0.101706037666667,0.131233597166667,0.114250424941176,0.16473917296875,0.158869846058824,0.13637795568,NaN,0.34142607,0.138335649333333,0.191507311785714,0.139982502933333,0.156723199076923,0.0567392318235294,0.0682414711666667,0.164327285478261,0.2097440945,0.112860892611111,0.0716160481190476,0.1081036745,0.1404527578,0.07750984375,0.185684780196721,0.059055119075,0.0950250539545455,0.17322834775,0.1124015746,0.10137795140625,0.0613048371020408,0.12942913496875,0.0639184807941176,0.0734251977,0.100519350468085,0.0582848346304348,0.2180118113125,0.205261271818182,0.0719734255,0.0608267728,0.235376824642857,0.0338966776829268,0.224971876547619,0.1092519695,0.20509936,0.154855643833333,0.174015746,0.112204723125,0.092519685
2002-08-13,0.0566392274772727,0.0654238076176471,0.0989815130108696,0.107569216645161,0.0795083541463415,0.0854211407575758,0.102093772727273,0.145013124416667,0.0446850403,0.0823022130952381,0.0471404903684211,0.04057305425,0.0368766404,0.0367799426052632,0.0582160848360656,0.106083485917808,0.096026083578125,0.0388076485142857,0.0909090910909091,0,0.00200710203921569,0.03629429265625,0.00150532658823529,0.0300787404,0.108267714608696,0.129032258,0.0132777521176471,0.1639482575,0.00148731411111111,0.0207450036153846,0.158638258852941,0.102854330875,0.0118110238478261,0.1273622052,0.00601487333333333,0.187097352045455,0.00541338591666667,0.016535433025,0.130037054029412,0.0139264311940299,0.15885826815,0.153722261363636,0.033956692125,0.0555680545142857,0.0807721618387097,0.132974449244898,0.09411909515625,0.134437240529412,0.0427165345,0,0.0929476200217391,0.06503937084,0.104151754227273,0.0769788663421053,0.0348425199,0.0968785158571429,0.0853658540243902,0.00220009273529412,0.01377952775,0.0434945636666667,0.0915354345833333,0.09547244075,0.11515748175,0.08366141625
2002-08-21,0.0971878517428571,0.0680870784852941,0.13663984925,0.148590296193548,0.1451771655,0.141255071090909,0.112652112136364,0.144685038333333,0.126082678075,0.104674415809524,0.121011189421053,0.102252843388889,0.0843832023333333,0.0837132216842105,0.14179682447541,0.157749973972603,0.14609990203125,0.1174353222,0.154139824818182,0.134076990259259,0.134784621941176,0.11029773603125,0.135363595,0.12267716348,0.159876754608696,0.13017526033871,0.188821987058824,0.186304837857143,0.144181976622222,0.1228043605,0.133163501058824,0.108267716875,0.178363573478261,0.164665354875,0.2105511804,0.137258410636364,0.136254708521739,0.128248031775,0.119499768823529,0.166882124925373,0.1099409449,0.1247315675,0.1053149616875,0.161533118617647,0.164525488421053,0.0964165214081633,0.169553806,0.105836035264706,0.10669291335,0.103674540708333,0.0702670324565217,0.13225885846875,0.144595562545455,0.0717985911578947,0.10866141785,0.156777279321429,0.100249664097561,0.067866518,0.08838582725,0.129171352285714,0.1482939635,0.081692915125,0.077263779625,0.0708661425
2002-08-29,0.0724767365,0.0766558594411765,0.102704554228261,0.0875031747419355,0.0561743811219512,0.046886184969697,0.0696134579545455,0.116360455222222,0.0829724419,0.072115985984127,0.079672608368421,0.0341207351944444,0.0381889774333333,0.0113966018421053,0.0677681693606557,0.0673066559178082,0.05807086753125,0.0681664791142857,0.0759961823939394,0.0586176738703704,0.0673923119607843,0.02128444909375,0.0339277448823529,0.04236220492,0.0738616921086957,0.0497841005967742,0.050640729372549,0.0694600679642857,0.0382327216,0.0351302244615385,0.0896248274117647,0.043963254625,0.0553748730869565,0.075393700475,0.0281058619444444,0.108804579886364,0.0498687675,0.0518700799,0.0666975451176471,0.0665354333857143,0.1564960644,0.0828561202727273,0.0728346450625,0.03129921325,0.04502952875,0.138598748469388,0.06656004025,0.0956461323823529,0.0671259839,0.0688976380208333,0.142416980586957,0.0626230314375,0.0848246244090909,0.115312888131579,0.08031496175,0.0800056245714286,0.123487612390244,0.0683352088333333,0.0925196862,0.0911136121428571,0.0902230983333333,0.1284448795,0.192913385,0.1850393725
2002-09-06,0.00778453847727273,0.000752663294117647,0.00847312568478261,0.0166370335483871,0.0586710204146341,0.066571224030303,0.0575340025454545,0.0254811904166667,0.020177165775,0,0.00248653131578947,0.0182633424166667,0.0213910765,0.0295275596052632,0,0.000107863232876712,0,0.000449943742857143,0,0.0223826194259259,0.0182955075882353,0.03813976446875,0.0334645673529412,0.00314960636,0,0,0.020688590745098,0.000562429678571429,0.0747156615333333,0.0510296802692308,0,0,0.0581136601304348,0.03346456755,0.0493219606666667,0.0189692200454545,0.0416666674583333,0.092421259725,0.00266327011764706,0.0873453321571429,0.0587598431,0.0433070874090909,0.0910433074375,0.08966535485,0.06926673290625,0,0.05167322915625,0.0690134330294118,0.13897637725,0.1261482949375,0.0734337558695652,0.10617618103125,0.103972800454545,0.0214463329473684,0.1500000013,0.109251969892857,0.0893028621463415,0.0791151112380952,0.13720472565,0.113423321809524,0.107283465,0.0856299225,0.091043307375,0.09744094525
2002-09-14,0.0464387984318182,0.0484020384558824,0.0524221167173913,0.0484251972666667,0.0675641359354839,0.184711285833333,0.123468941805556,0.0638670175833333,0.007578740175,0.0236845401269841,0.0308744308157895,0.04210411225,0.0791338596,0.103605471157895,0.0405318190655738,0.0363499089452055,0.038816437328125,0.0253093368571429,0.0281555720606061,0.0149460486666667,0.0296433539803922,0.029404527875,0.0253589630294118,0.03181102392,0.0288428626956522,0.0103505208709677,0.0234676551960784,0.0108267717142857,0.0049868768,0.0104482136153846,0.0191060679705882,0.0218175852916667,0.0208832594347826,0.00265748035,0.0199037626388889,0.0272906233636364,0.0178805780833333,0.013976378275,0.0371699868823529,0.0084364455,0.0352362215,0.0128847531363636,0.001968504,0.01515748085,0.01525590584375,0.0343885594285714,0.00984251975,0.016558592,0.00393700785,0.000574147,0.012838069326087,0.00282972446875,0.0184323553636364,0.0309780363947368,0.00118110235,0.0243250848571429,0.00508930295121951,0,0.00157480315,0.00712410952380952,0.0328083993333333,0.05954724375,0.046259843125,0.0383858275
