"","X","TargetID","ProbeID","AVG_Signal.C.1","AVG_Signal.C.2","AVG_Signal.C.3","AVG_Signal.L.1","AVG_Signal.L.2","AVG_Signal.L.3","AVG_Signal.M.1","AVG_Signal.M.2","AVG_Signal.M.3","AVG_Signal.H.1","AVG_Signal.H.2","AVG_Signal.H.3","FDR","P.Value","Slope"
"709",35368,"OSBPL1A",7650243,1044.3,883.7,820,794.5,840,836.2,815.6,628.3,752.4,631.3,603.7,655.3,0.0335726881665928,0.000487869437468324,-26.2711286089239
"773",37319,"PPP3CC",5690382,660.8,674.4,580.9,446,541.1,516.3,436.3,350.8,482.9,366.4,368.1,390.4,0.0335726881665928,0.0004838787579926,-22.8952755905512
"919",41994,"SPAG4",1190670,159.9,154,169.3,154,193.3,199.8,218,176,195.7,217.9,223.4,239.1,0.0335726881665928,0.000489206867149798,5.93149606299212
"927",42146,"SPNS1",1230192,2397.8,2124.3,2154.8,1788.1,1780.8,1843.4,1888.2,1673,1670.8,1541.1,1349.8,1617.1,0.0335726881665928,0.000482570949548579,-59.3007874015749
"330",10538,"FLJ20920",1850164,248.7,233.7,226.7,232.9,263,265.1,310.8,280.4,316.1,346.2,284.5,320.9,0.0336640387427828,0.000491797808908143,7.99711286089238
"1069",46184,"YTHDF3",4150240,574.1,490.5,457,481,507,466.3,455.2,393.5,447.4,394,368.4,383.8,0.0336640387427828,0.000492266230163043,-12.1241469816273
"768",36922,"PNPLA7",5050577,213.5,196.9,192.1,180.6,196.7,198.5,184.9,158,174,161.1,167.8,160.3,0.0337574545903799,0.000494345583144206,-3.66745406824147
"842",39818,"SAT2",1980762,1331.9,1190.8,1123.7,930.8,1120,1105.5,921.2,755.4,960.6,792.9,714.8,873.7,0.0339711585673433,0.000498192930408812,-38.7083989501313
"807",38524,"RBCK1",5820753,1140.7,1027.3,942.7,712.1,772.5,858.8,642.2,581.6,684.9,567.1,585.4,591.4,0.0340069660948331,0.000500155281829212,-39.2889763779528
"813",38690,"REC8",70541,716.3,571.9,527.9,556.9,723.5,712.3,503.1,429.3,471.5,345.9,334.9,356.6,0.0340069660948331,0.000500013786136196,-29.0073490813648
"590",30546,"LOC730805",2650441,135.5,132.8,137,143.1,137.5,142.6,131.2,119.8,126.5,118.9,121,116.8,0.0340080458923452,0.000500889799610435,-1.91154855643045
"417",13335,"HRASLS",2350037,183.4,184.1,181.1,154.9,168.4,166.6,121.1,154.1,136.3,134.5,128.6,139.2,0.0340603737775038,0.000502380256887721,-4.55721784776903
"58",1308,"AP1S2",940706,509.1,437.1,443.2,329.5,445.4,446.7,342.1,247.1,319.2,226.5,285.5,291.1,0.0341162762335309,0.000503925725064727,-18.7889763779528
"416",13321,"HPS5",1030259,320.5,323.3,296.2,266.5,305.8,294.8,281.7,213.9,269.9,213.7,211.3,250.4,0.034371217408408,0.00050841772892432,-8.29317585301838
"168",5491,"CDC7",4900044,189.6,181.8,173.5,148.8,172.3,161.7,155.6,143.6,158.5,141.5,131.4,146.7,0.0343748607142339,0.000510344434996997,-3.58923884514436
"259",8277,"DPH5",3890066,732.4,696.5,739.3,674.1,701.7,685.4,626.5,524.5,621.6,570.4,538.6,609.9,0.0343748607142339,0.000510650784652419,-14.8236220472441
"333",10945,"FLNB",5220767,2009.1,1576.2,1511.1,1264.9,1495.8,1439.8,1412,1276.3,1190.5,1057.1,1047.3,965.1,0.0343748607142339,0.000509788008846544,-58.4737532808399
"3",53,"AATF",6020372,622.7,617.3,600.5,496.6,601.3,597.7,541.8,409.6,511.4,448.8,422.9,453.7,0.0345309163890596,0.000520642780299502,-16.3047244094488
"138",4566,"CABC1",6220180,238.3,228.2,217.9,239.2,227.1,241.8,206.6,187.6,210.3,197.7,169.5,190.2,0.0345309163890596,0.000515826413150527,-4.73044619422573
"158",5224,"CCPG1",6220674,1014.1,907.9,857.5,588.3,693.6,671.8,567.1,415.8,492.6,464.3,421,455.3,0.0345309163890596,0.000520748674461164,-41.3275590551181
"239",7356,"CYTSB",4900593,731.4,584.7,499,519.5,624.4,611.3,515.7,453.8,501.8,399.5,365,372.2,0.0345309163890596,0.000522454961320429,-22.385564304462
"395",12799,"HEATR5B",3290079,507.8,448.8,428.3,383.4,428.3,389.8,427.3,308.9,365.1,318,309.4,300.9,0.0345309163890596,0.000514446653913992,-13.4629921259843
"486",17865,"KCTD12",5560500,565.6,507.5,448.3,724.6,765.7,769.9,918.3,716.7,821.5,932.9,880.7,931.7,0.0345309163890596,0.000519393083997124,33.761154855643
"571",25039,"LOC643882",4200670,166.7,171.8,160.3,136.4,145.9,141.1,134.6,126.2,126.2,124.1,127.1,122.8,0.0345309163890596,0.000516178199059349,-3.52808398950132
"640",32915,"MOSPD2",450193,396.4,333.7,320.8,281.1,292.7,270.1,272.2,234.1,262.3,219.3,235.9,217.6,0.0345309163890596,0.000521130605672919,-10.6740157480315
"661",33584,"NAGPA",6400630,622.4,567.6,476.8,443.5,497.1,510.9,472.4,420.9,418.8,378.3,346.3,400.8,0.0345309163890596,0.000519609674459687,-16.0884514435696
"690",34390,"NPY5R",6180669,141.1,149.3,130,133.9,146.8,149.8,128.5,114.1,120.5,114.6,112.3,111.6,0.0345309163890596,0.000520053981731693,-3.01286089238846
"731",35991,"PCYT2",4070379,475.5,456.8,423,363.6,439.5,424.5,376.5,318.2,412,330.3,294.6,336.9,0.0345309163890596,0.000517104024317608,-12.0228346456693
"1008",44610,"TSC22D3",6350446,585.8,502.5,427.5,338.3,338.8,353,294.5,251.2,298.3,229.5,225.5,235.3,0.0345309163890596,0.000521460881782505,-23.1524934383202
"1009",44611,"TSC22D3",6350632,1096.1,905.7,805.1,585.6,680.9,654.9,582.9,422.5,580,395.9,411,433.5,0.0345309163890596,0.000522327370144697,-44.1299212598425
"930",42159,"SPOP",6370341,1575,1273.7,1317.6,1119.2,1244,1177.4,1219.8,950.4,1149,947.9,818.7,942.3,0.0346077062765452,0.000524348105578322,-42.1377952755906
"545",20266,"LOC100130705",6250471,95.2,98.2,100.3,95.2,101.6,103.6,112.8,102.8,110.1,115.8,111.6,109,0.0346124420987782,0.000525882675845181,1.4249343832021
"827",39206,"RNFT1",780608,237.7,214.7,212.5,190,202.8,207,188.5,180.7,188.5,165.9,171,188.2,0.0346124420987782,0.000525589673043183,-4.11154855643045
"541",19147,"LOC100008588",3180609,269.1,302.5,268.1,254.6,221,211.8,229.2,208.3,176.3,188.4,187.1,158.9,0.0346496977824138,0.000527609849494147,-8.80288713910762
"758",36640,"PLA1A",3400307,273.2,230.4,218.6,156.8,177.6,177.1,144.1,140.5,143.2,126.7,116.2,129,0.0346496977824138,0.000527913109927949,-9.81338582677166
"52",1121,"ANKRD11",3370274,1050.1,1043,904.8,756.8,775.3,751.3,701.3,549.4,557.5,579.2,575.8,550.8,0.0347337349687236,0.000529927448543381,-37.5645669291339
"222",6892,"CSNK2A2",6110187,1033.2,991.2,951.8,707.4,778.8,822,678.6,576.9,674.1,617,573.2,635,0.0347369445353101,0.000530710455783218,-32.9795275590551
"521",18573,"KRT86",4280672,150.6,144.4,136.2,130.2,136.7,142.6,172.9,138.2,180.4,187,183,210.7,0.0347425599555791,0.000531936113370823,5.30997375328084
"934",42232,"SQLE",7050068,1494.1,1200,1138.4,803.4,954.8,858.5,745,659.1,784.4,574.5,593.1,602.7,0.0347425599555791,0.000532264564118819,-57.6257217847769
"474",17597,"JMJD1C",2490687,903.2,792.4,710.3,549.1,655.2,652.6,589.3,442.8,511.6,450.7,462.7,434,0.0349807255966947,0.000536652511108771,-30.659842519685
"537",19074,"LIPA",5360148,3980.1,3016.8,2972.9,2228.7,2616.1,2644.9,2319.6,1690.8,2350.1,1681.2,1620.5,1676.9,0.0349851623701756,0.000538199146408466,-143.602362204724
"952",42595,"STX3",2350703,2479.8,2221.1,2054.8,1681.3,1698.4,1876.1,1770.9,1415.8,1849.8,1409.9,1285.2,1361.2,0.0349851623701756,0.000537486019403122,-74.3614173228347
"1033",45128,"UBN2",2340653,159.8,161,166.6,149,148.2,158.7,151,147.4,134.8,145.7,129.3,127.8,0.035045905471285,0.000539874164540852,-2.53569553805775
"132",4464,"C9ORF156",3440446,541.5,471.9,527.9,376.3,438.6,427.3,430.7,328.2,381.6,342.5,287.1,341.4,0.0350577634006276,0.000540797651933692,-16.1409448818898
"1071",46217,"ZBED3",5310086,195.6,196.5,186.2,208.7,184.8,186.9,165.4,155.2,175.3,157.6,160,159.4,0.0351907829185037,0.000543593227678428,-3.650656167979
"345",11311,"FZD3",1470121,314.1,310.8,277.6,289.5,269.2,303,288.8,267.3,281.5,254.6,243,228.3,0.0352200322991539,0.000547022034526089,-5.36745406824147
"399",12849,"HERPUD1",4570458,5677.2,4819.7,4910.9,2414.7,2836.4,2876.2,1680.7,1371.7,1741.8,1342.9,1127.9,1348.9,0.0352200322991539,0.000545939565469543,-325.149343832021
"912",41452,"SND1",4480162,1601.3,1330.8,1335.1,1147.9,1038.6,1243.4,1094.4,839.3,1030.5,846.9,897.4,858.3,0.0352200322991539,0.00054645150271424,-48.2800524934383
"1092",47148,"ZNF770",2070747,1223,1181.4,952,888,921.7,1029.9,845.4,669.2,842.5,719.9,663,726.3,0.0352200322991539,0.000546297557559845,-37.745406824147
"801",38300,"RAD17",4150497,287.1,290.9,254.3,249.6,246.2,257,241.6,221.6,238.6,228.9,198.1,224.4,0.0352579666886941,0.000548356264033955,-5.33937007874016
"1053",45611,"VIP",3130372,116.5,111.2,111.5,102.1,112,106,110.4,103.7,102.5,97,97.8,98.7,0.0352725635698014,0.00054932864254049,-1.30734908136483
"531",18928,"LEPRE1",1240739,483.2,442.7,397.7,378.9,441,372.9,381.8,297.8,374.9,307.7,299.3,311.4,0.035415856786471,0.000552308651362247,-12.4582677165354
"991",44205,"TP53BP2",150095,1433.9,1189.1,1117.5,868.4,1015.9,945.2,926.1,731.7,887.6,686.8,666.3,733.3,0.0354932073149954,0.000554264949512532,-46.4157480314961
"193",6066,"CLCN6",3850136,323.7,293,252.3,240.7,257,226.3,222.7,191.4,223.5,194.2,193.8,180.5,0.0356485594712053,0.000558197548087888,-8.7763779527559
"896",41136,"SLC4A2",1010309,365.4,335.4,334,244.7,324.7,277.2,276.6,235.4,263.9,231.1,207.3,232.7,0.0356485594712053,0.000557594428541398,-10.3443569553806
"283",8810,"EIF4EBP1",3890176,182.5,197.9,209.2,149.1,155.3,173.4,153.1,136.5,149.7,126.6,128,141.6,0.0359152450655695,0.000563132342384307,-5.41312335958005
"665",33693,"NBPF20",5310044,2702.1,2171.7,2355,2467.4,2016.8,2249.3,2263.8,1695.2,1621.1,1590.1,1647.8,1360,0.035929587808263,0.000565568997873359,-85.0175853018373
"683",34252,"NOL6",3180706,998.8,1000.1,943.2,792.9,896.6,816.8,888.2,650.7,756.9,658.2,700.4,677.2,0.035929587808263,0.000565634953767849,-26.2183727034121
"924",42087,"SPEN",840402,494.2,467.5,427.4,397.2,430.9,428.6,421.1,332.4,422.2,349.6,338.9,334.9,0.035929587808263,0.000564279359008805,-10.9007874015748
"425",14039,"HS.294103",2030048,320.2,311.9,312.4,270.2,303.9,280.8,261.7,199.9,269.8,224.3,239.9,219.9,0.0362130745945873,0.000570863082381973,-8.14435695538058
"237",7352,"CYTSA",6020209,1800.1,1542.3,1509,1141.3,1341.6,1245.2,1246.5,955.2,1202.8,944.9,933.2,981.9,0.0362600174963206,0.000572369314492984,-55.5750656167979
"779",37543,"PRKDC",770390,242.4,238.7,218.2,228.1,237.9,215.2,236.6,190.5,208.8,187.8,180,183.8,0.0369837303974604,0.00058457473823089,-4.74724409448819
"795",38076,"PVR",780524,1393.3,1339.6,1355.1,964,1111.6,1026.1,968.5,798.8,886.5,717,712.3,955.3,0.0375241128770759,0.000593909104345242,-48.2354330708662
"183",5855,"CHD4",430224,1060.3,992.5,903.3,1017.3,997.8,1057.6,997.2,869.9,858.2,795,777.9,780.9,0.037529435809842,0.000595579449595151,-21.7118110236221
"708",35360,"OS9",1030593,312.2,291.4,294.5,255,282.2,268.5,258.4,242,239.5,252.9,227.9,232.2,0.037529435809842,0.000595494971385579,-5.4477690288714
"11",170,"ABHD3",5050241,693.5,628.9,608.6,425.9,430.1,394.4,365.5,308.7,378.5,318.4,267.1,302.7,0.0375480533299485,0.000597050352995851,-28.5228346456693
"74",2063,"ATP6V1C1",2480241,823.1,585.9,647.8,475.1,587,568.5,500.5,416.2,494.8,402.1,385.5,333.8,0.0375480533299485,0.000598894181426853,-27.2556430446194
"428",14145,"HS.348844",7560520,429.1,398.3,382.4,286.1,323.2,322.8,291.6,217.2,269.7,223.9,242.3,251.9,0.0375480533299485,0.000599048671134778,-14.1062992125984
"718",35637,"PAPLN",5310364,183.2,171.4,149.4,158.3,166.5,197.3,135.7,130.3,141.7,119.5,114.3,124.4,0.0375480533299485,0.000597739650735678,-5.33517060367455
"579",25845,"LOC645367",3610575,138,145.6,127.6,154,155.9,158.7,185.3,144.5,154.2,183.4,198.3,179.6,0.0375911309610744,0.000600530291963153,4.35643044619422
"365",11905,"GMCL1",110095,348.9,341.1,326.6,279.8,292.7,286.5,286.2,237.3,279.3,236.8,245.9,260.5,0.0376477739901149,0.000602230731579083,-7.66509186351706
"250",8019,"DLGAP5",240221,123.3,120,115.1,123.1,132.4,140.3,172.8,138.8,161.7,157.3,157.8,181.2,0.0377348607193683,0.000604723144249935,4.45564304461942
"260",8278,"DPH5",4290010,701.2,667.3,627.5,579.3,588.8,651.6,594.2,477,568.7,447.2,418.8,553.7,0.0377348607193683,0.000606901720092566,-17.7068241469816
"319",10249,"FER1L3",3170273,5142.9,4823.2,4301.8,4029.7,4792.1,4809.7,4506.2,3239.5,3423.9,3297,3179.7,3175.7,0.0377348607193683,0.000609205536200101,-153.282414698163
"378",12293,"GPX3",5490019,1050.1,1085.9,881.3,709.9,702.7,857.9,730.3,618.6,802.4,577.2,501.6,593,0.0377348607193683,0.000609121547763025,-37.1233595800525
"517",18507,"KRT18P17",1090674,168.3,143.9,152.6,151.9,161.2,178,196.8,163.5,201.3,198.4,199.8,232.3,0.0377348607193683,0.000607504671529276,5.38188976377952
"775",37406,"PRC1",2070494,276.2,224,204.4,255.9,321.9,298.9,377.9,290.9,350.6,364.8,358,417.9,0.0377348607193683,0.00060675538562905,13.1293963254593
"1067",46087,"XKR4",5810243,928.4,713.4,600.4,672.6,920.1,734.5,608.3,468.9,552.3,391.4,373.2,379.6,0.0377348607193683,0.000609111628522024,-38.9144356955381
"272",8620,"EDIL3",130524,198,186.6,176.9,165,180,175.5,155,136.8,169.4,145.1,136.8,152.5,0.0378623798400675,0.000613603622818937,-3.99160104986877
"298",9359,"EXPH5",7650286,208.7,186.1,185.1,161.5,165.9,189.3,168.4,159.3,153.8,145.1,151,146.9,0.0378623798400675,0.000615264672506221,-3.9989501312336
"534",18938,"LETMD1",4150575,682.5,600,569.5,520.6,581.4,593.2,508.8,396,513.1,428.9,396.2,464.9,0.0378623798400675,0.000614783742861572,-17.9217847769029
"605",31186,"M6PRBP1",620008,5210.4,4680.3,4012.3,4919.5,5639.2,5746.9,5480.1,4875,6248.6,6773.3,6526.1,7372.3,0.0378623798400675,0.00061214180943019,195.834120734908
"893",41068,"SLC38A7",3420017,219.1,238.2,207.1,177.8,191.4,221.2,198.6,187.3,199.9,157.6,159.2,165.9,0.0378623798400675,0.000614813134298225,-5.16430446194226
"142",4711,"CAMSAP1",1340411,644.7,608.6,591.7,498.1,554.8,543.1,561.9,419,504.5,441.2,456.8,405.1,0.037887941260861,0.00061728129476415,-15.6876640419948
"231",7116,"CX3CL1",630521,1366.7,1032.6,930.8,1054.5,1235.9,1158.5,1633.1,1183.2,1447.9,1662,1591.2,1736.1,0.037887941260861,0.000616774947046969,55.602624671916
"426",14074,"HS.311428",5720286,423.9,437.6,408.3,231.6,221.9,254.8,196.4,159.5,210.6,139.2,142.3,156.2,0.0379380257045521,0.000618898967603792,-22.5309711286089
"121",4160,"C5ORF41",6840491,387.8,331,319.2,269.2,314.9,290.9,253.3,202.1,245.8,227.5,218,220,0.0380889189957182,0.00062216542450162,-11.361154855643
"185",5862,"CHD9",1710474,1320.7,1124.2,974.4,888.7,1019.5,904.2,873.2,670.3,800.7,714.6,685.4,642.7,0.0381304898751805,0.000623650215822955,-41.0364829396326
"198",6172,"CLIP4",3310672,1196.7,1112.3,1066.9,676.4,686.8,696.8,526.9,430.7,526.2,449.9,413.5,463.4,0.0381572715001534,0.000627182742766891,-57.2018372703412
"282",8748,"EIF1",3710544,6700.1,5949,5331.4,4639.7,3988.5,4354.3,3846.1,3241.6,3890.5,3153.3,2954.7,3446.7,0.0381572715001534,0.000626162597351257,-236.546456692914
"519",18525,"KRT222",7160056,294.2,246.1,241.2,287.5,306.4,340.9,391.4,278.4,344.8,383.3,389.8,410,0.0381572715001534,0.000627313509860307,11.8606299212598
"754",36600,"PKDREJ",6550408,147.2,159.3,177,164.1,159.8,165.6,187.6,172,202.4,250.6,188.9,236.7,0.0381572715001534,0.000625405249701465,6.40262467191601
"1047",45428,"USP32",2230553,130.8,121.5,126.5,123.7,124.2,127.8,127,114.3,121.3,110.7,111.4,114.3,0.038322914207612,0.000630846526376809,-1.37979002624672
"103",2954,"C11ORF59",290035,2226.7,1969.2,2148.4,1766.9,1885.8,1944.9,1790,1629.4,1807.7,1720.6,1549.1,1616.8,0.0383264651905622,0.000635764325477914,-41.98031496063
"169",5500,"CDCA7",2070520,178.8,161.8,166.6,180,212.1,190.6,226.8,180.7,238.7,237.9,226.3,259.7,0.0383264651905622,0.000631819093546693,6.56404199475065
"360",11796,"GJA5",990646,112.9,125,142.3,119.6,136.8,123.7,135.6,118.1,139.6,184.1,174.3,195.8,0.0383264651905622,0.000635720373138103,5.5503937007874
"367",11999,"GNRH1",2340553,253.2,213.5,196.6,196.4,181.4,192.3,179.1,156.1,170.9,149.5,146.2,159.8,0.0383264651905622,0.000635054880246172,-6.14698162729659
"535",18967,"LGMN",1300452,1342.3,1134.9,1094.7,807.4,927.9,844.2,793.2,691.3,771,649.8,601.6,693.5,0.0383264651905622,0.000633304276263583,-45.1307086614173
"959",42885,"TAF1A",6760685,138.7,135,132.6,130.9,133.1,127.4,132.5,119.3,129.6,117.6,108.1,122.3,0.0383264651905622,0.00063479550527792,-1.77139107611549
"368",12034,"GOLGB1",3130768,405.7,460.1,379.2,395,380.3,441.2,408,342.8,365.7,315.7,318.1,300.2,0.0384644916405261,0.000639679541049681,-10.0958005249344
"957",42854,"TACC2",5570286,267.3,227.5,238.9,207.7,246.5,246.5,220.1,195.7,211.3,188.4,179.9,196.6,0.0384644916405261,0.000639602358916426,-5.44304461942258
"975",43617,"TM6SF2",6040367,133.7,130.6,127,116.6,125.4,111.7,119.6,111.2,114.5,109.3,103.3,109.4,0.0385561876110945,0.000642019226117163,-1.93070866141733
"597",30882,"LRIG1",2450367,182.3,166,173.5,167.6,161.9,183.8,153.8,144.3,154.3,152.4,142.2,139.9,0.0386533893981284,0.000644454583080601,-3.00236220472441
"915",41831,"SNX24",5960010,336.1,377.6,324.2,235.8,257.6,297.1,222.7,216.9,247,195.4,206.4,213.9,0.0386731294374376,0.000645600918276011,-11.8950131233596
"31",716,"AHCY",3710537,3445.3,2789.5,2584,2466.3,2761.8,2667,2375.2,2082.7,2289.1,2004.8,1880,2120.5,0.0387081136803778,0.000647345779278039,-87.3677165354332
"467",17436,"IRX2",6040634,383.4,298.2,295.9,292.2,384.3,345.6,265,216.5,265.3,200.3,200,205.3,0.0387081136803778,0.000648071265630071,-13.5097112860892
"626",31790,"MEGF8",6330435,225.5,211.4,203.3,193.3,205.6,208.9,202.8,182.9,200.4,173.6,179.6,186.2,0.0387081136803778,0.000650682384501406,-3.03359580052494
"834",39561,"RRP12",3460687,497,453.7,430.1,332.7,376.6,413,358.7,291.5,352.5,307.6,285.3,302.9,0.0387081136803778,0.000649973358551454,-13.8679790026247
"939",42264,"SRGN",360500,141.6,156.6,134.9,174.3,178.7,190.7,212.2,168.1,194.9,212,203.7,252.9,0.0387081136803778,0.00065109267141941,6.71181102362205
"946",42428,"STAG2",620180,649.5,595.9,563.7,453,583.1,624,494.2,404.7,520.2,388.1,389.7,427.7,0.0387081136803778,0.000649374630772719,-19.1028871391076
"881",40733,"SLC12A3",1070243,309.8,271.6,258.2,253.3,256,271,278.2,246.5,273.7,199.7,176,193.2,0.0389228714279368,0.000655527513641688,-7.96404199475066
"802",38301,"RAD17",5310475,242.8,255.9,246.3,206.9,205.2,203.5,204,189,205.7,180.3,181.9,190.6,0.0389587384591934,0.000657039897016808,-5.1233595800525
"926",42141,"SPIRE1",5690246,2375.8,2372,2161.9,1156.5,1227.9,1323.2,858.2,738,815.1,709,634.9,681.2,0.0389587384591934,0.000657778078923474,-135.437007874016
"776",37526,"PRKCDBP",7550307,1333.2,1292.3,1104.8,1239,1234,1340.8,1206,804.3,1091.8,867.7,728.6,870.4,0.038973911565225,0.000658857833446316,-44.1918635170604
"136",4550,"CA2",2060674,870.7,964.2,796.1,479.1,516.7,634.8,485.2,323.1,438.8,339.4,325,348.5,0.0389858395147508,0.000659883300959689,-45.0997375328084
"199",6189,"CLN3",520630,608.9,503.2,545.9,405.1,474,479.8,481,398.8,470.2,365.8,344.7,362.7,0.0392542985945636,0.000665373801091681,-16.1104986876641
"281",8723,"EGR1",870338,326,279.2,257.2,305.5,302,333.5,376.1,300.9,355.3,367.9,424.6,386.6,0.0392542985945636,0.000666086295700496,9.83517060367454
"468",17450,"ISG20",6330132,883.6,645.4,680.2,526.3,557.7,581.7,490.6,414.5,479.9,403.8,353.1,416.1,0.0393441007845701,0.000669272893341058,-29.8301837270341
"942",42297,"SRRM2",7570551,1035.2,863.5,863.9,788.4,955.9,834.7,807.9,598,644.1,603.1,624.4,626.2,0.0393441007845701,0.000668771038775993,-29.9580052493439
"407",13050,"HKDC1",870301,4973.7,4722.9,4739,2085.1,2469.1,2480,1679.8,1308.6,1574.3,1219.4,1048.9,1138.8,0.0394142792139786,0.000671299559336195,-302.049343832021
"933",42231,"SQLE",3120367,3934.5,3381.6,3020.9,2109.5,2591.3,2576.3,2282,1524.4,2269.9,1554.8,1356.4,1858.8,0.0394695180652906,0.000673074426361166,-157.548293963255
"750",36493,"PIK3C2A",5270379,865.2,698.3,707,591.9,808.8,709.3,633.6,436.9,627.4,452.3,427.2,484.2,0.0395425158236516,0.000675256839626905,-29.4601049868767
"788",37750,"PSG4",4210500,1160.9,1169.3,990.4,975.5,899.3,1041.8,1024.9,812.1,976.5,758.7,675.7,823.1,0.0395425158236516,0.000675990433855295,-30.8435695538058
"498",18015,"KIAA0831",4560154,479.3,430,437.8,369.8,442.5,407,392.5,301.5,402,330.6,307.4,322.7,0.0396282187658794,0.000678580011332078,-11.8110236220473
"871",40520,"SH3PXD2A",3460451,275.9,252.9,232.7,232.5,228.6,229.6,239.8,189.7,224.2,192,193,188.5,0.0396282187658794,0.000679130347170048,-5.55800524934384
"569",24941,"LOC643686",1980440,112.1,108.3,104.7,104.3,110.8,113.5,123.9,113.2,121.5,120.4,123.8,135.1,0.0400216389845912,0.000686718315734169,1.83700787401575
"267",8504,"DYNC2LI1",5720609,842.6,839.2,721.3,832.2,882.7,910.6,1051.2,800.7,926.8,1029.7,1116,1072.6,0.0401129422457562,0.00069054438079644,24.7286089238845
"600",31014,"LRRN1",3870161,290.3,254.2,215.4,230.7,258.9,238.6,251.5,167.1,205.3,164.9,144.7,162.2,0.0401129422457562,0.000689200057263448,-9.37191601049869
"656",33398,"MYBL1",6110564,116.7,115,116.8,119.4,122.5,119.8,117.4,119.2,117.2,129.9,126.6,130.7,0.0401129422457562,0.000691675525062593,1.07349081364829
"817",38739,"REPS2",540392,177.7,159.4,165.1,155,164.3,143.4,146.6,141.9,157,131.5,136.8,138.6,0.0401129422457562,0.000690864684245765,-2.78083989501312
"266",8497,"DYNC1H1",3450600,1141.6,857.2,813.9,759.5,809.9,749.9,762.9,662,580.8,545.1,566.9,516.6,0.0402099935650522,0.000694823883330931,-35.0556430446194
"525",18722,"LAMA1",5360110,209.2,160.8,169.1,136.6,148.8,157,130.8,114.3,120,108.3,116.1,110.8,0.0402099935650522,0.0006950483852717,-6.06640419947507
"792",38026,"PTPRM",5860356,1042.4,923.7,868.7,897.2,949.9,936.2,902.9,646.7,766.5,658.9,695.8,701.6,0.0402117083604281,0.000696777483582,-26.5666666666667
"1031",45089,"UBE2Q1",6330754,717.9,659.1,619,492,606.6,551.7,508.4,359.9,483.7,420.7,360.5,443.3,0.0402117083604281,0.000696237775597512,-23.1430446194226
"943",42377,"ST3GAL4",4200754,361.3,320.8,329.5,206.1,217.2,244.1,173.9,172.4,189.9,149.6,157.2,173.2,0.0402556923027653,0.000698390283383773,-14.7217847769029
"434",15314,"HS.547277",3780152,157.6,168,163.2,144.7,152,160.1,139.5,120.4,146.1,118.5,129,137.3,0.0402831813044311,0.000699718425126099,-3.29028871391076
"303",9443,"FADS2",380224,342.9,306.9,288.9,232.4,235.1,256,235.1,208.6,203.8,198.8,175.8,206.9,0.0405272462320756,0.000706411794472763,-9.95485564304463
"306",9642,"FAM164C",1030133,312,330.6,304.8,269.7,298.6,331.4,259.1,238.6,291.6,246.8,231.5,247.1,0.0405272462320756,0.00070494537370459,-7.196062992126
"466",17423,"IRF7",1470382,181.5,176.9,159.6,174,169.5,181.8,168.3,147.1,165.8,146.9,137.5,145,0.0405272462320756,0.000706527019450635,-3.07952755905512
"973",43570,"TLE4",5310360,192.5,179.4,166.4,173.9,178.1,167.7,168.9,157.6,168.1,155.5,148.6,154.9,0.0406133579513379,0.000708886454109104,-2.48293963254593
"543",19637,"LOC100129086",4760397,3092.8,2576.7,2291.6,2513.8,2873.3,2634.5,3820.2,2718,3794.4,3740.7,3878.5,4568.8,0.0406559452588576,0.00071108961053975,144.785564304462
"1068",46109,"XPO5",6590400,854.6,798.8,763.7,523.3,539.7,596,502.3,415.2,502.4,429.7,402.4,426.1,0.0406559452588576,0.000711348026843905,-31.7866141732284
"982",43820,"TMEM194A",4610066,334.2,292.7,274,251.1,278.2,272.8,258.2,201.7,243.1,212.6,220.4,209,0.0407986223351009,0.000714706546833435,-7.89658792650919
"454",16910,"IFI44L",3870338,317.3,282.9,255.7,309.5,318.8,310.4,238.5,218.3,262.3,192.7,215.2,211.8,0.0408542735784735,0.000716544747165924,-9.24409448818898
"355",11667,"GEM",1170246,209.4,204.6,183.5,144.7,151.2,162.7,156.8,137.3,140,130.1,118.2,131.6,0.0409058521492619,0.000718313782643464,-5.88845144356956
"403",12935,"HINFP",1690324,326.2,308.8,301.9,261.8,260.9,302.6,274.8,219.2,262,222.1,217.2,244.6,0.0409261950519097,0.000719640311690283,-7.45354330708662
"550",21313,"LOC100133298",3360128,146.5,137.8,140.5,131,141.1,137.6,126.4,136,136.4,128.7,124.6,121.1,0.0409261950519097,0.000720400660952196,-1.52572178477691
"220",6730,"CRIPAK",4210653,272.2,237.8,217.5,220.7,240.1,229.1,225.1,194.1,207.8,192,185.3,184.7,0.0410646273088976,0.000724572909640756,-5.24671916010499
"383",12413,"GRM8",6040431,623.7,485.2,481.2,471,502.8,518.8,448.6,373.2,516.1,341.9,345,353.3,0.0410646273088976,0.000723853844184522,-17.3640419947507
"391",12615,"H1FX",7610538,283.5,306.3,280.6,243.7,276.2,269.5,268.5,236.9,264.8,228.2,232.3,234.6,0.0411220397066488,0.000726809849564552,-4.98425196850394
"584",28602,"LOC653103",830138,506.8,561.3,526.3,425,369.8,400.5,364.6,319.5,364.8,345.6,331.6,274.4,0.0411220397066488,0.000727323864388671,-17.8716535433071
