"","X","TargetID","ProbeID","AVG_Signal.C.1","AVG_Signal.C.2","AVG_Signal.C.3","AVG_Signal.L.1","AVG_Signal.L.2","AVG_Signal.L.3","AVG_Signal.M.1","AVG_Signal.M.2","AVG_Signal.M.3","AVG_Signal.H.1","AVG_Signal.H.2","AVG_Signal.H.3","FDR","P.Value","Slope"
"131",4461,"C9ORF150",2600379,494.4,493.3,429.9,282.8,321.6,285.8,265.2,176.6,241.4,192.7,199.8,214.6,0.0474583722328493,0.00099402915864884,-22.4614173228346
"190",6031,"CKAP2L",6380324,102.1,104.1,104.1,108.2,121.6,113.5,133,105.3,127.1,129.4,135.2,131.9,0.0474583722328493,0.000992228945866916,2.57112860892388
"703",34742,"OBSCN",1690040,167.8,159.9,150.2,155.8,154.4,165.3,151.6,141,143.8,123.7,144.2,138,0.0474583722328493,0.000994837716437811,-2.45406824146982
"909",41372,"SMG5",5090020,1496,1417.9,1305.7,1008.5,1104.1,1188.9,1085.3,784,1102.5,910,831.4,857.7,0.0474583722328493,0.000993734101140396,-45.5409448818898
"111",3350,"C17ORF68",5310181,363.6,356.2,326.1,321.2,329.4,316.8,315.3,259.6,298.6,257,257.6,302.4,0.0474918174503201,0.000999134893738617,-7.08425196850394
"409",13086,"HLCS",6330400,265.5,279.6,265.6,246.8,269.8,293.9,248.5,222.4,241.9,211,234.1,223.4,0.0474918174503201,0.0010025637772937,-4.99002624671916
"547",20574,"LOC100131471",6380546,250.7,222.7,212.4,191.6,203.8,197.6,199.4,161.6,202.3,158.1,168.4,170.1,0.0474918174503201,0.000997388258420745,-5.38425196850394
"582",28011,"LOC651621",630095,287,270.9,289.4,221.8,203.5,249.3,206.4,214.9,216.6,185.1,175.9,211.3,0.0474918174503201,0.00099996878470011,-7.49422572178478
"633",32777,"MLLT10",3890170,527.3,513.8,436.4,373.5,431.3,411.8,392.4,306.1,400,328.9,313,333.3,0.0474918174503201,0.00099979037806132,-14.3860892388451
"736",36133,"PDRG1",1770519,744.1,632.8,661.6,600.2,601.4,595.2,554.2,470.3,568.7,506.2,505.8,515.8,0.0474918174503201,0.00100107392443976,-15.250656167979
"1093",47182,"ZNF800",7150682,502.6,442,418.3,386.7,423.7,397.9,377.2,320.3,371.1,347.1,316.8,345.6,0.0474918174503201,0.00100213298562927,-10.646719160105
"804",38352,"RAI14",6370187,1251.4,1148.9,1041.4,1011,1140.1,1051.3,1011.4,851.8,915.4,867.6,882.5,899.9,0.0475644864078175,0.00100510293953928,-25.2758530183727
"124",4174,"C5ORF51",3180132,1099.9,919.9,886,748.2,859.5,795.8,796.2,590.8,828.1,644.6,502.2,636.8,0.0475850266463575,0.00100904512676501,-32.3787401574803
"402",12910,"HIATL2",2070598,493.8,425.4,394.7,414.5,399,358.2,394.6,344.8,376.6,324.2,330.9,307,0.0475850266463575,0.0010095282582966,-10.2530183727034
"791",37938,"PTK7",3450020,230.2,234.8,230.4,214.5,259.6,235.9,207.9,213,231,180,172.9,200.6,0.0475850266463575,0.00100706063150322,-4.88923884514436
"970",43544,"TIPARP",6760546,1014.7,1000.7,901.2,878.2,949,893.3,815.9,575,762.8,654.1,663.8,751.2,0.0475850266463575,0.00100955913092878,-28.1241469816273
"439",16359,"HS.579530",990719,240.1,240.2,230.9,190,220,210.2,211.5,171.7,211.1,166.3,183.6,180.4,0.0475880402283848,0.00101160368555687,-5.11706036745407
"464",17373,"IPO7",5720538,385.8,363.2,328.8,302.7,297.2,308.4,268.3,245.9,292.7,262.6,244.9,265.4,0.0475880402283848,0.0010116342681097,-8.8007874015748
"687",34333,"NPC1L1",1170670,175.9,181,185,168.6,182.4,184.4,162.7,174.3,187.2,148.8,156.4,145.9,0.0475884410966927,0.00101264839896815,-2.86745406824148
"847",39901,"SCD5",2940674,175.4,153.9,165.7,174.6,189.1,169.1,191.4,190.8,214.1,206.3,195.2,211.8,0.0475888907809447,0.00101366358656874,3.76167979002624
"27",501,"ADAP2",3990433,282.9,255.2,256.9,226.2,235.4,238.2,221.3,200.3,227.5,203.6,194.2,220.1,0.0477598702240109,0.00102126609935775,-5.09448818897638
"48",1090,"ANK2",4780437,128.1,112.5,123.5,116.5,128.3,121.5,115.5,108.7,120.6,95.4,98.5,107.2,0.0477598702240109,0.00102106116568907,-2.11443569553806
"151",5093,"CCDC81",1470148,99.6,104.8,105.7,101.8,106,102.2,116.3,108,112.4,114.8,112.4,127.1,0.0477598702240109,0.00102146965522596,1.53307086614173
"849",39991,"SCYL1",1470376,840.1,731.9,727.8,583.5,631,631,639.7,514.8,639.4,520.3,493.5,521.3,0.0477598702240109,0.00102136260047628,-20.7787401574803
"851",40023,"SDF2L1",3120079,5417.3,5451.2,5653.4,2644.2,2722.6,3212.6,1976.2,1863.5,2012.8,1671.8,1632.6,1727.8,0.0477598702240109,0.00102336091133586,-313.655380577428
"947",42471,"STAT2",130519,1927.4,1726.4,1622.6,1747.7,1941.1,1804.1,1742.5,1328,1684.8,1292.2,1195.5,1364.8,0.0477598702240109,0.00102268996579389,-50.4238845144357
"679",34032,"NFX1",2480494,244.7,255.6,249.5,220.6,225,253.2,228.4,183.1,211,193.2,196.3,203,0.0477827278925403,0.00102486040214966,-4.95328083989502
"538",19076,"LIPC",2350044,154.6,134.8,141.2,151.6,165.5,171,193.1,163.6,156.7,180.1,190.7,201,0.0478403438368568,0.00102840685206839,4.1272965879265
"716",35474,"OXTR",7050768,1816.5,1533.5,1457.7,1434.7,1562.1,1378.4,2656.7,2147.6,2423.6,2277.3,2493.3,2571.1,0.0478403438368568,0.00102912896532173,98.1913385826771
"790",37866,"PTBP1",4260754,5092.6,5165.1,4374.7,4092.4,4366.5,4488.6,4637.4,3784.7,4382.7,3467.6,3267.9,3803.7,0.0478403438368568,0.00102853535231834,-116.401837270341
"985",44016,"TMTC4",2510390,112.7,114.3,115.8,116.5,121.9,129.1,127.8,129.7,128.6,134.9,126.1,133,0.0478868770481093,0.00103114189108939,1.51574803149606
"18",268,"ACLY",4200259,4085.3,3461.6,3657.4,2979.2,3262.5,3458.1,3185.7,2375.6,2912,2674.4,2486.9,2646.3,0.048060829146852,0.00104643447051548,-101.574540682415
"25",408,"ACYP2",5290672,654.9,533.6,529,428.3,518,514.8,462.3,366.3,449.1,359.8,351.3,410.7,0.048060829146852,0.00104222007752654,-17.7060367454068
"39",865,"ALCAM",2070575,2112.3,1449.5,1483.2,1203.4,1492.6,1575.1,1256.2,1039.6,1253.6,922.9,961.9,931.4,0.048060829146852,0.00105213964884678,-67.8931758530184
"92",2559,"BMP2K",7200338,146.4,152.3,146,125.7,139.9,133.9,129.3,109.9,121.3,117.8,117.4,118.8,0.048060829146852,0.00105322272334845,-2.70551181102363
"118",3853,"C21ORF58",2570370,348.2,326.4,297.3,199.8,225,195,174.8,153.8,183.6,165.3,138.3,147.8,0.048060829146852,0.00105162713817224,-14.1860892388451
"221",6751,"CRMP1",360296,147.1,135.1,143.7,142.3,127.1,128.7,106.8,111.8,119,108.3,112.8,117.7,0.048060829146852,0.00104889339125001,-2.84199475065617
"350",11552,"GATAD1",1770360,236.4,203,229.2,177,205,197.7,183,165.6,208.6,140.5,168.7,161.4,0.048060829146852,0.00104616968864792,-5.65433070866142
"393",12708,"HBEGF",1820594,1160.1,1057.6,996.1,519.1,658,567.9,406.7,310.1,433.5,329.7,301.6,375.9,0.048060829146852,0.00104375115766302,-61.0556430446194
"459",17174,"IL25",2640673,110,113.8,116.8,117.2,112.2,116.3,116.3,119.3,118.8,119.6,121.1,122.8,0.048060829146852,0.00104702025530458,0.726771653543302
"559",22753,"LOC388621",3370296,105.1,103.1,102.6,104.7,111.2,109,120.6,105.1,113.1,115.9,117.8,121.6,0.048060829146852,0.00105495026117462,1.36351706036745
"565",23752,"LOC441408",4390504,317.4,302.9,288,215.3,250.4,248.6,221.1,190.4,209,197.1,192.4,205.8,0.048060829146852,0.00103782407740984,-8.8230971128609
"570",25005,"LOC643815",2340746,129.8,138.9,136.5,132.9,125.6,125.9,120.7,124.8,127.8,122.5,117.9,120.6,0.048060829146852,0.00103885481982172,-1.28661417322835
"573",25285,"LOC644291",3190435,109.9,114,112.7,120.4,125.2,110.7,125.3,123.9,119.1,126.2,126.9,137.7,0.048060829146852,0.00105221989065402,1.61496062992125
"616",31558,"MAT2A",7150176,3909.2,3544.6,3102.1,2962.9,2693.3,2818.2,2800,2275.9,2656.3,2324.4,2157.8,2398,0.048060829146852,0.00104450490576728,-103.276377952756
"711",35386,"OSCP1",3830400,251.3,222.3,236.5,242.5,273.4,244.3,303,267.7,329.8,300.7,300.9,366.6,0.048060829146852,0.00104961178653323,8.47112860892388
"727",35951,"PCNX",7050626,608.8,628.7,535,605.6,584.2,570.4,566,469,557,496,476.4,442,0.048060829146852,0.0010538334653646,-12.0648293963255
"755",36626,"PKN1",2360474,231.1,227.4,222,199.7,192.4,211,209.9,170.9,197.9,181.2,173.2,179.8,0.048060829146852,0.00105360249030506,-4.12650918635171
"921",42006,"SPAG9",3370603,667.1,553.7,535.6,389.5,471.9,487.4,412.4,385.3,405,314.8,370.1,368.1,0.048060829146852,0.00104244922041837,-19.711811023622
"1019",44801,"TTLL7",2570307,156.2,144.1,132,120.5,136.5,130.1,127.9,110.6,117.9,112.4,113.9,105.5,0.048060829146852,0.00104137379715046,-2.97060367454068
"1090",46824,"ZNF468",650136,258.3,230.6,223.1,190.3,202.9,185.7,177.2,160.9,202.1,166.2,160.7,161.3,0.048060829146852,0.0010551994058614,-6.20393700787402
"414",13311,"HPS1",1570139,228.4,203,201.2,184.4,213.3,200.3,156.7,165.5,179.8,155.8,152.3,177.3,0.0481301567589705,0.00105870168920249,-4.86771653543307
"950",42519,"STK19",4640142,717.9,645,678.1,591.4,608.2,571.5,483.2,446.3,515.1,471,464.7,531.2,0.0481301567589705,0.00105875564072625,-17.6706036745407
"480",17742,"KCNH6",7000064,1738.3,1587.9,1275,1332.8,1400.1,1417.5,1402.6,1030.3,1183.2,1082.1,995.3,1018.2,0.0481532199247299,0.0010602805224007,-46.6755905511811
"1044",45387,"USO1",110669,1828.2,1663.5,1566.5,1327.2,1457.4,1378.6,1293.7,989.7,1103.4,1119.6,1057.3,1146.4,0.0483005732338671,0.00106454573638449,-51.6708661417323
"146",4786,"CARS",7000682,1192,1033.2,1030.6,637.1,748.3,767.1,593.1,490.2,545.9,505.6,467.7,557.8,0.0483260910559188,0.00107003083204159,-48.3808398950131
"175",5614,"CDR2",2140228,1065.4,969.1,932.6,729.6,808.5,813.2,751.3,567.5,756.4,574.1,589.1,705.8,0.0483260910559188,0.00106947604538065,-31.1863517060368
"564",23470,"LOC440030",4220491,601.4,581.5,599.2,439.3,439.9,389.4,370.6,278.7,337.5,318.2,299.5,346.3,0.0483260910559188,0.00106649179060231,-23.2028871391076
"784",37649,"PRR15L",630243,348.6,235.8,254.3,312.1,423.4,365.8,494.5,413.2,500.6,472.6,473.6,512.3,0.0483260910559188,0.00107015574848266,19.0650918635171
"844",39847,"SCAMP3",7200292,1284.3,1132.6,1126.2,1004.1,1072.4,1147.5,902.1,822.9,982.8,809.3,810.3,976.2,0.0483260910559188,0.00107021413322492,-30.0333333333333
"134",4536,"C9ORF91",5720131,278.8,267.3,250.7,178.2,218.2,206.5,176.6,155.6,187.4,147.3,173.2,164.2,0.0483611782569045,0.00107339188511823,-8.74041994750656
"293",9020,"EPHA4",6650482,298.5,211,209.8,210.7,242.6,219.5,184.9,160.9,188.7,156.6,147,154.6,0.0483611782569045,0.00107642800256544,-8.58346456692914
"433",14816,"HS.538962",4180450,1056.8,791.1,898.8,690.8,785.6,823.6,803.1,547.1,658.6,528.5,529.9,604,0.0483611782569045,0.00107530568644928,-32.1624671916011
"1007",44599,"TSC1",4040373,635.9,563.2,502.5,526.8,579.6,559.9,555.1,408.9,502.8,421,404,410.9,0.0483611782569045,0.00107712279193579,-15.4370078740157
"1057",45694,"VPS8",2140538,522.2,450.1,388.9,346.6,405.6,374,376.9,303.6,350,276.4,297.4,300.9,0.0483611782569045,0.00107288297452691,-13.9748031496063
"1075",46353,"ZDHHC8P",1570719,157.3,140.8,144.2,132.8,153.9,146.1,133.7,138.4,142.3,118,129.9,118.3,0.0483611782569045,0.00107482177592873,-2.41863517060367
"45",1053,"ANAPC1",730647,563.3,475.7,520,413,437.1,460.6,426.9,404.3,391.7,397.3,378.6,360.6,0.0484222455016236,0.00108043479544945,-11.8128608923885
"201",6214,"CLSTN2",4050288,148.8,162.8,136.8,143.1,135.1,129,133.7,123.9,117.9,117.1,98.7,123.3,0.0484222455016236,0.00108066648699198,-3.28451443569554
"858",40198,"SEPHS2",2030736,2654.1,1864.8,2317.5,1359.2,1444.1,1598.7,1363.9,1018.8,1264.8,873,979.6,1059.5,0.0484222455016236,0.00108155259588818,-108.392125984252
"348",11514,"GAPVD1",1570433,489.2,427.5,385,363.4,393,359,325,273.2,322,301.7,281.7,303.3,0.0484609774786841,0.00108344175501232,-12.6286089238845
"922",42023,"SPANXN3",450743,100.3,103.5,99.9,101.5,116.3,108.9,113.1,110.2,120.9,114.3,123.4,123.5,0.0484655458756711,0.00108456803419766,1.72178477690289
"476",17599,"JMJD2A",670392,193.6,178.3,198.9,167.3,199.8,181.7,165.2,173.4,187.3,153.8,152.7,155.7,0.0484777351322187,0.00108609157283396,-3.36745406824147
"1060",45852,"WDR48",2650110,612.7,533.1,542.5,566.2,618.8,571.7,521.2,423.5,496.8,368.8,422.2,477.4,0.0484777351322187,0.00108688960918124,-15.4183727034121
"351",11570,"GBP1",6840035,119.7,106.6,114.1,137,138.8,147,140.3,137.6,160.3,157.7,163.6,151.5,0.0485293322834575,0.00108907192876681,3.6020997375328
"243",7604,"DDX49",450309,282,255.7,251.3,209.9,231.7,211.9,215.9,208.1,191.5,193,194.9,186.1,0.0485558263086895,0.00109069254624891,-5.90419947506561
"241",7535,"DDIT3",830619,4727.1,5048,4959.3,1667.4,1665,2121.1,737.9,632.6,726.5,501.1,384.2,465.6,0.0487680525792107,0.0011034679882071,-366.069028871391
"244",7646,"DEFB1",4920040,766.2,720,574.9,1480.1,1550.4,1777.1,1993.5,1538.3,1999,2122.4,1887.9,2149.9,0.0487680525792107,0.0010987208447058,111.275853018373
"295",9054,"EPRS",5090088,3088.8,3082,3156.4,2022.6,2436.2,2552.5,2329,1912.2,1871,2008.6,1662.8,1914.7,0.0487680525792107,0.00109936117054384,-104.314173228347
"472",17567,"IVNS1ABP",4280228,3802.3,2819.2,2428.3,2386.3,2611.8,2643,2239.6,1497.7,2270.7,1553.8,1659.5,1589.3,0.0487680525792107,0.00110069267058048,-131.250656167979
"606",31191,"MACF1",4040278,125.2,135.8,126.7,117.4,129.2,123.9,123.5,112.3,115.4,110.6,108.3,115.6,0.0487680525792107,0.00110370399831656,-1.64146981627297
"830",39429,"RPP25",670598,240.4,223,210.3,175.4,183.4,183.3,167.4,145,179.4,150.4,151.9,158.8,0.0487680525792107,0.00110203295972166,-5.9238845144357
"1095",47243,"ZNHIT6",150681,1058.8,966.3,826.5,684,796.4,800.7,671.7,505.6,669.9,557.2,565.6,598.6,0.0487680525792107,0.00110150133215967,-33.3824146981627
"1098",47306,"ZWINT",3800474,159.7,141.1,146.3,155.3,174.8,158,187.3,166.4,189.7,184.9,181.9,191.4,0.0487680525792107,0.00109879253856103,3.46666666666667
"794",38073,"PUSL1",3390010,352.1,302.2,318,274.8,304.7,316.6,298.5,292.4,300.2,265,243.1,261.9,0.0488081283782483,0.00110564236463204,-5.7979002624672
"799",38265,"RAB9B",6110296,148.5,152.6,144.8,140.6,140.4,147.1,142.6,120.8,139.2,121.9,133.7,119.8,0.0488657943645554,0.00110798126393441,-2.21417322834646
"747",36389,"PHGDH",240086,4442,4040.5,4106.2,2230.8,2261.4,2947.1,2017.5,1822.9,1989.4,1710.9,1672.8,1681.3,0.0489579762920829,0.00111110594293889,-204.869291338583
"449",16839,"IARS",5390100,2388.4,2089.5,1841.2,1132.7,1202.3,1218.4,973.4,689.2,841.2,715.3,715.7,716.5,0.0490738359163055,0.0011147723857327,-115.121522309711
"24",390,"ACVR1",6940360,1569.2,1394.9,1124.9,952.8,1089.3,1156,896,701.9,890.4,740.4,747.3,797.1,0.0491054709908719,0.00111756634738223,-53.536220472441
"1030",45035,"UBE2C",5310471,137.2,149.2,134.1,133.3,159,168.8,206.7,173.2,219.7,197.2,191.7,241,0.0491054709908719,0.00111719763275865,7.00262467191601
"515",18424,"KLK7",4230221,120.1,113.2,108.3,116.7,120.2,105.3,127.6,120.2,120.8,136.9,126.8,130.2,0.0492631203841935,0.00112219520685841,1.78110236220472
"349",11534,"GAS2L3",6400356,163.7,168.7,169.8,142,154.5,152.5,149.2,147.9,146.2,124.1,133.9,148.2,0.0493709162577102,0.00112673730655975,-2.63464566929135
"618",31656,"MCFD2",2640576,864.3,752.4,822.5,473.1,616.2,607.5,565,405.5,527.5,417,402.5,452.2,0.0493709162577102,0.00112636120086691,-31.9695538057743
"165",5474,"CDC42BPA",3170497,313.7,257.6,277,239.3,248.5,255.7,219.7,203.6,209.7,228.8,197.9,181.5,0.0494947818060894,0.00113124328059194,-7.31706036745407
"456",17082,"IL15",870408,306.8,292.2,263.1,231.6,275,259.8,227.7,180.2,229.7,182.4,190,226.1,0.0494947818060894,0.00113165593715928,-8.22493438320211
"874",40547,"SHC4",2570348,256.6,201.3,186.5,211.4,222.1,221.6,286,232.7,276,276.4,285.4,304.4,0.0495216254067356,0.00113331615314952,7.63438320209973
"981",43804,"TMEM189-UBE2V1",840241,240.4,200.5,190.9,199.3,215,205.5,237.7,226.6,236.6,245,255.9,261.7,0.0495255439197252,0.00113445237218651,4.63989501312336
"10",156,"ABHD12",2710615,374.4,331.3,302.8,302.2,341.3,294.4,284.9,295.2,319.6,233,239.7,274.1,0.0495380144959127,0.00113578483460612,-7.88713910761155
"104",2992,"C12ORF11",6400082,396.5,324.3,316.5,305,334.2,329,314.7,257.8,289.5,254.8,250.2,268.6,0.0495817479926191,0.00113847222185274,-8.31889763779528
"824",39112,"RNF14",6510681,929.9,773.3,800.3,684,699.4,823.8,629,498.7,605.9,553.8,544.7,589.2,0.0495817479926191,0.00113988339600128,-25.8475065616798
"1096",47256,"ZP3",4010110,344,309.1,283.1,200.8,214.1,198.3,179.3,180.9,191.1,168.2,148.9,154.6,0.0495817479926191,0.00113993072746803,-12.4115485564304
"135",4549,"CA2",870630,1894.7,1640.7,1334,793.5,789.2,1064.5,733.4,598.8,754.3,497.1,461.8,533.5,0.0495899048742638,0.00114116616461495,-91.807874015748
"627",31822,"MERTK",7550066,452.5,400.4,380,252.1,274,297.1,232.6,202.9,252.7,218,198.2,200.8,0.0496338887798128,0.00114427598966202,-16.8811023622047
"805",38400,"RAP1GAP",4890181,1990,2147,1762.4,1525.4,1557.5,1701.2,1598.5,1353.3,1491.3,1413.7,1274.7,1319.7,0.0496338887798128,0.00114411363722769,-52.5766404199475
"495",17972,"KIAA0430",7000142,1025.3,872.8,782.7,843.1,981.9,919.2,816.3,625,774.2,610.8,653.1,636.4,0.0497316098794022,0.00114757978125451,-27.857217847769
"478",17625,"JUB",2000167,624.4,522.3,527.7,421.3,489.3,441.8,412.9,327.1,383.8,316.5,357.6,385.8,0.0498429827357574,0.00115250454756327,-18.0188976377953
"659",33504,"MYO5C",1980246,1646.4,1454.8,1407.6,1097,1122.2,1201.2,1132.8,876.1,922.4,960.3,793.7,948.1,0.0498429827357574,0.00115428156194665,-50.901312335958
"664",33667,"NBL1",7100010,3075.6,2716.2,2780.7,1738.4,2147.6,1892,1929,1482.6,1816.7,1475.7,1392.6,1569.1,0.0498429827357574,0.00115398410552856,-111.120997375328
"1072",46250,"ZBTB43",2060037,421.5,363.3,378.4,335.9,379.4,369.1,362.2,314.6,352.4,319.7,290.3,315.2,0.0498429827357574,0.00115436276394967,-7.16535433070867
"207",6440,"COL4A2",5890279,721.1,796.6,613,635.8,834.9,714,698.1,461.4,585.8,451.5,457.4,414.2,0.049955490152712,0.00115802406224299,-28.1679790026247
"84",2370,"BCKDHB",2940292,714.1,582.4,511.4,533.5,619.1,590.8,525.7,403.7,498.9,398.4,330.5,447.8,0.049983826095999,0.00115973714797048,-21.0265091863517
