"","TargetID","ProbeID","AVG_Signal.C.1","AVG_Signal.C.2","AVG_Signal.C.3","AVG_Signal.L.1","AVG_Signal.L.2","AVG_Signal.L.3","AVG_Signal.M.1","AVG_Signal.M.2","AVG_Signal.M.3","AVG_Signal.H.1","AVG_Signal.H.2","AVG_Signal.H.3","fdr[id, 1]","pval","slp"
"38671","RCOR3",3800431,6.48539830320375,6.39626276622844,6.29968427077731,6.30919074090814,6.36388980113795,6.37587624601831,6.21800233149021,5.97406403242781,6.18682571740974,5.98569795221364,5.95428175598027,5.99769509685862,0.00669545978106342,3.43876448897805e-05,-0.0416456960076686
"39661","RUNX1",7400368,6.62486172326215,6.53451531816871,6.52971076644996,6.24377847572197,6.25171118637369,6.36647044773144,6.21560759875528,6.07212245012544,6.11677473807343,5.87183605965245,5.99396142730657,6.05302990276614,0.00669545978106342,3.44220017279548e-05,-0.0516447574001388
"4032","C3ORF36",2760064,4.8338981155962,4.82028156560504,4.8955984841079,4.90379219847821,5.01130173863942,4.97673374242057,4.9416424226093,4.97742315989014,5.00930107108312,5.10897119481712,5.15502419672156,5.19683819759818,0.00674400811929491,3.49149882557584e-05,0.0261931613945779
"12132","GPR110",7000255,5.9932130176421,5.87296250302698,5.77517247074287,5.88360090123204,5.95402225163211,5.86618473068122,6.16877356207839,5.94777385848325,6.12839640160313,6.29968427077731,6.2484296468977,6.31896811374643,0.00674863988851591,3.5081575820952e-05,0.0409545949631297
"6065","CLCN6",2900768,5.80603817536055,5.75066606055505,5.7592171815443,5.61093592428985,5.54985399236346,5.51302543904114,5.44198471636045,5.33464929579543,5.51584517907661,5.33416701944173,5.31024593741331,5.30380229677861,0.00697176366652004,3.65360900470589e-05,-0.0400231708911881
"36514","PIK4CA",4920273,7.35679060179168,7.33784795691503,7.25777814684049,7.2653597907388,7.23943031311955,7.30458319369464,7.25438998802645,7.02170876905798,7.12921741751381,7.04342189040367,6.95901857291968,6.94726441207685,0.00697176366652004,3.64310660094769e-05,-0.0325761836842281
"12439","GSDMC",4220189,4.74753742727501,4.71402459090017,4.69226489283902,4.74753742727501,4.83469334426634,4.79081953287472,4.93806460126142,4.82269799851667,4.91485833870249,5.00528768776966,5.01529110563245,5.23110861685459,0.00707605597430097,3.72631332797176e-05,0.0344404122804021
"33254","MTHFR",3990477,5.95661426967224,5.75066606055505,5.83100232466692,5.52066059769148,5.70544775397526,5.68425980816734,5.49388415009201,5.39906726964818,5.56260286119342,5.35375207343614,5.25749537202778,5.33849915618087,0.00707605597430097,3.73816958682933e-05,-0.0474758974058101
"38626","RBP1",6650731,5.8670344687298,5.80754170894705,5.77672309905792,5.31222027171703,5.46255980994209,5.53575822256307,5.34996059969987,5.22896728841324,5.36644319559564,5.05241682811121,5.02058562494942,5.14865659199363,0.00712225815368257,3.77762778474383e-05,-0.0631594076211423
"45801","WDR19",6510397,6.57395945756433,6.53727113976922,6.45959141634086,6.42015778133535,6.45912167547259,6.33203551529816,6.28450722580186,6.04405699722715,6.21540777859276,6.0318864616069,6.11765657234574,6.07488615524705,0.0071614156957854,3.81352990160793e-05,-0.0430784218109196
"34263","NOMO1",2650040,6.03356572312662,5.8780158546004,5.93197990027309,5.92905708697937,6.00141487796115,5.88499230259746,5.77361943424498,5.59173297084758,5.78474783347931,5.55566908919198,5.55644188675749,5.61312810638807,0.00720604131607728,3.85252087350242e-05,-0.0384942393031409
"232","ACAT2",7330753,8.06416466637646,7.91450809397215,7.86764175497394,7.61628356158038,7.62378856332878,7.67865022816401,7.63752364299773,7.45766699145533,7.65216575347962,7.26584921567428,7.13081882709618,7.37381363586559,0.00722340844106972,3.94759738155878e-05,-0.0589762453642283
"6509","COPG2",2030386,5.78136060930158,5.68153686570888,5.65878510872547,5.649678215663,5.79026593454434,5.65073325356639,5.53457455700763,5.56605180119012,5.64897423816121,5.42230334632903,5.42890693625164,5.39816270151775,0.00722340844106972,3.94357240975155e-05,-0.0290206122587743
"11860","GLRA2",4120402,4.94946885885877,4.93878119032827,4.89185175810629,4.89185175810629,4.97050750300548,4.93949726626292,4.76217393479776,4.84024230816757,4.83945148171276,4.74319148388547,4.75789127300576,4.7397010789457,0.00722340844106972,3.96865413155997e-05,-0.0190473948113234
"16852","ICAM1",130044,5.20290718174338,5.21221466749463,5.16192474164248,5.09190801422499,5.13932163505758,5.1334427233578,5.14749447681345,4.98975208317983,4.98017608661155,4.88128562206841,4.91338990965742,4.96911861389332,0.00722340844106972,3.92909580796583e-05,-0.0252399111298868
"31141","LYPD3",2470524,4.80402104473326,4.78832472908594,4.83707524297087,4.86676492367655,4.81543111147129,4.87748478130875,4.97189446577983,4.90379219847821,4.97673374242057,5.03109130266364,4.99179220629478,5.16478597392351,0.00722340844106972,3.95144484741891e-05,0.0243928645001227
"39718","S100A4",5290270,7.27987040740875,7.05531284333975,7.05064276653068,7.11257191360346,7.27052163255719,7.23489842031483,7.53406797135486,7.32442405759763,7.58938640358083,7.60419702649151,7.65562735923133,7.72727075835689,0.00722340844106972,3.91505376785903e-05,0.0529619543468064
"40291","SERPINB3",1470056,4.75874927391639,4.7361984483945,4.78498861256393,4.95088528969048,4.8331022540341,4.76898827121749,4.94092788167144,4.76302827060367,4.98702542845712,5.44457987352629,5.4506091768903,5.57935239627802,0.00722340844106972,3.95343686724696e-05,0.067695943394268
"18376","KLHL28",7330575,5.6301359344879,5.52186083788357,5.54517744447956,5.42802897306969,5.53969368612331,5.50288953227681,5.44414781475958,5.35138408748473,5.44285051728033,5.33416701944173,5.25697440301365,5.3186100698158,0.00728395173655,4.01730956033969e-05,-0.0242358167000127
"10968","FMNL2",2710605,6.72515368298086,6.62923114431512,6.53973045384782,6.41263894892133,6.4711090533904,6.54189542546633,6.41918026415097,6.1281783704238,6.28450722580186,6.0928923397381,6.06981351351896,6.18703133065196,0.00732711455105578,4.07191557365175e-05,-0.0480700176942863
"42205","SPSB2",380551,6.33132389811815,6.27400844170364,6.21060007702465,5.87549237085556,6.03284638488675,5.97989791073652,5.86050128258917,5.68866883684615,5.87829584900234,5.66469508594815,5.58424790596101,5.65773853615479,0.00732711455105578,4.0720814972163e-05,-0.0552479391348277
"25311","LOC644330",5810709,6.06564394528223,5.9648638653108,5.96177823673762,5.89302447429473,6.00930446523631,6.02005200395989,6.15358339658442,6.05467406050587,6.09244046444798,6.34703888560268,6.3204085173084,6.26110993207361,0.00741653861551914,4.13962387517376e-05,0.0320252092374337
"45224","UGT1A6",6370703,7.94346326600385,7.89811398220999,7.83316431250082,7.7892475053136,7.81605416092674,7.91139733005902,8.35203548930068,8.02855297478547,8.41476171526429,8.4676877715124,8.51181877507878,8.55681766919946,0.00741653861551914,4.15312370963923e-05,0.0665890339114429
"11403","GADD45G",5570114,5.21602212382121,5.12989871492307,5.09067800176979,5.17105201550216,5.10715686108688,5.09129319711371,5.05241682811121,4.98565930802608,5.02650864325255,4.85748411460208,4.89709325269713,4.97327950755249,0.00759084802414805,4.26677424175006e-05,-0.0233948763153292
"2167","AXL",4640403,7.58801983371107,7.60906902220848,7.47816969415979,7.36871816357572,7.47329633493694,7.41282436563575,7.40549566319947,7.12205988162914,7.27434094902938,7.13377469104181,7.12335041253902,7.09969707915308,0.00761059491741647,4.29395609523952e-05,-0.0405928138869636
"43773","TMEM171",5560408,5.54283094359844,5.41654474791269,5.30330490805908,5.34041854256667,5.44198471636045,5.40222682993855,5.29531285752774,5.05049682752139,5.10412563718359,4.92580335857956,4.96563792816552,5.02256386496153,0.00761193150773901,4.31079526672877e-05,-0.045720061353059
"38215","RAB32",2190128,8.17599781832589,8.20838281334494,8.08434660896684,7.96582331233467,8.03242510196954,7.9999805473254,7.81019046456585,7.65211825092635,7.91760921103448,7.71917426462012,7.53069456449859,7.70719753835968,0.00762267621202888,4.33298797843706e-05,-0.0471523824438136
"2114","ATRN",6520243,6.32004861088019,6.19440539110467,6.17524337489991,6.13664655695248,6.23480280570771,6.18764791683941,6.12533963066401,6.00116732256937,5.99719807895574,5.94306180787981,5.85621739769996,5.6944053128436,0.00777845410876633,4.54001354922885e-05,-0.0389268727139168
"5386","CD70",4220068,5.62834027948934,5.54634863337003,5.55837127188234,5.51985963649527,5.53694048871063,5.5995324532824,5.31172705345795,5.20455598673356,5.28167972539501,5.2040066870768,5.14049328135447,5.26991789202634,0.00777845410876633,4.55186571147153e-05,-0.0391345530143115
"7031","CTNS",5910541,7.62997570702779,7.63123765933816,7.49659694273277,7.22497188153624,7.16185471441679,7.25375342825675,7.08590146436561,6.91184689688539,7.1145255161784,6.85730373548604,6.83539961679,6.88110324798471,0.00777845410876633,4.52296720588951e-05,-0.0627636901442245
"8672","EFEMP1",6900408,6.11368217983223,6.07096864822058,6.08153374419685,6.17835896574707,6.3661267460611,6.36561097195872,6.60988818147199,6.37314912655074,6.64781806683891,6.62579016685959,6.66644775704026,6.794810519966,0.00777845410876633,4.46538678111257e-05,0.0560633792835485
"13312","HPS1",2570131,6.18620862390049,6.04784488054409,5.96100533962327,5.74907446384791,5.75415868198127,5.78904231860702,5.69272152729678,5.50044155063817,5.65773853615479,5.46298398810327,5.34233425196481,5.48022216984565,0.00777845410876633,4.55911448350158e-05,-0.055350705437395
"18369","KLHL21",1240386,6.17565934828362,6.01126717440416,6.07787157484872,5.71998385399421,5.78996017089725,5.70976454633375,5.54868690411584,5.53812135875535,5.51785442226813,5.4240685718536,5.37851390854231,5.42053499927229,0.00777845410876633,4.58590684518269e-05,-0.0593044372904399
"39579","RSL1D1",5490008,7.46702815098575,7.27683298963791,7.31362030711163,7.26549965087889,7.32574166764397,7.31568401652827,7.18909226387408,7.03209455323774,7.24608293610281,6.97700145171895,7.00388330607636,7.01445489764119,0.00777845410876633,4.58219935100305e-05,-0.0345757069113021
"40655","SIRT2",4860411,5.40492710160629,5.32933142007721,5.36504099859094,5.40177607491627,5.34041854256667,5.33753807970132,5.30529298028446,5.17332087637335,5.23110861685459,5.16649879192719,5.17275414357269,5.1191907006506,0.00777845410876633,4.58301485539017e-05,-0.0219726787075086
"40964","SLC29A3",3800463,5.50533153593236,5.52942908751142,5.45318207710895,5.40851615884611,5.42671058131644,5.56987005706993,5.41030586849608,5.28269598564508,5.29280218585993,5.19184512203752,5.14166355650266,5.24965219456676,0.00777845410876633,4.56203168623131e-05,-0.030045747332944
"45981","WNK1",5550682,6.94880124841814,6.84428285602656,6.78207867089414,6.6866097303306,6.76215130512335,6.79369032269416,6.71088845074615,6.48326024496717,6.50249015087664,6.48631321635083,6.38502575071332,6.42145965295942,0.00777845410876633,4.44464069857032e-05,-0.0406348048171319
"7059","CTSH",4670162,6.39559543220301,6.38872945865081,6.2069790712577,6.0056139702124,6.18785336111337,6.17316090850802,6.10412336524692,5.9622931698077,6.1452580202874,5.75984769858915,5.78628369616794,5.82658990391775,0.00781470736643411,4.62379405912886e-05,-0.0468736802188729
"8491","DVL2",7570059,5.79301360838414,5.72489143786644,5.60653709021737,5.43981692882174,5.51544284553668,5.63443239652141,5.45788193621938,5.28371121415867,5.36410510708604,5.25957653823161,5.20345708552408,5.23537756677416,0.00784382367067313,4.70732185717552e-05,-0.043244381315812
"18731","LAMA5",4040176,8.57595254528977,8.48955474411228,8.39348765230809,8.1781616826501,8.26441483497234,8.14063618845528,8.15567798083528,7.94488215879626,7.93890923244572,7.89833682343654,7.86863689418417,7.74599797915992,0.00784382367067313,4.65918520826495e-05,-0.0572504433077632
"44610","TSC22D3",6350446,6.37297843439363,6.21959563993323,6.05795428837681,5.82393307578666,5.8254099627779,5.8664680569333,5.68527900309164,5.52624943459404,5.6980996915207,5.4359030295006,5.41832015894273,5.46086129573332,0.00784382367067313,4.68079323835213e-05,-0.067804568696299
"45897","WDR81",5130594,5.77734267776423,5.65143599428399,5.59582599981755,5.55605556262675,5.51141058200874,5.48769728770944,5.50979311299456,5.29831736654804,5.41698889626554,5.16478597392351,5.32641879665891,5.19573077777294,0.00784382367067313,4.69557675841237e-05,-0.0401675429832967
"36704","PLCG2",2480424,6.76734312526539,6.84545425278476,6.72371224128984,6.48524573626471,6.31752563242888,6.53509612259915,6.34440753595704,6.15740262465141,6.45708357803589,6.07327492230555,6.11875777276536,5.99520753338682,0.00784649239454489,4.72550415748218e-05,-0.0618195638103472
"10250","FER1L3",6510707,7.76522975296376,7.59150847390021,7.60419702649151,7.56760417414057,7.62705741701893,7.47431830743263,7.54157699345727,7.33927792140959,7.37981928419479,7.29681996572252,7.24236864611835,7.23114227605469,0.00795705241539795,4.80890262832833e-05,-0.0373438260375065
"13126","HMGCR",6550603,7.86099491463449,7.7708983666454,7.70890448334336,7.50692139607119,7.54491394933323,7.50058476302722,7.46083547064496,7.3482657288331,7.56429034104535,7.24179599041193,7.1552401616825,7.29349375690627,0.0079937748286255,4.87822744654095e-05,-0.046709024763024
"44150","TOM1",2360706,7.22198190665603,7.18364307155121,7.09257371597468,7.0207267576413,6.9925558806746,7.0217979950228,7.01175486900062,6.75039946820593,6.92047405138991,6.77889865685713,6.69604610529359,6.75890718224572,0.0079937748286255,4.88938578825699e-05,-0.0380254889878755
"45209","UGCGL1",7650725,6.00265173649855,5.82481946969903,5.77050610669911,5.54634863337003,5.71768537982519,5.69507803402605,5.41476617919128,5.37989735354046,5.425830686847,5.35469769998414,5.3146827206343,5.2252088947274,0.0079937748286255,4.89866386387464e-05,-0.0524968394458504
"47215","ZNF84",3290687,5.51705120937355,5.39816270151775,5.42009242347396,5.3322355847515,5.39317289756072,5.39906726964818,5.28927662189589,5.13990762980039,5.27402467397899,5.21221466749463,5.07392303333217,5.08450514266271,0.0079937748286255,4.88858902728244e-05,-0.030934393164999
"1426","APP",650110,8.727081275928,8.54313380541659,8.37168175231588,8.25085504151475,8.42958527289472,8.42639282708974,8.2522897058538,8.27297920948274,8.20887294269443,8.02174866968855,7.86722043624009,8.03141783985003,0.00801456682071125,4.9452771625799e-05,-0.0519640686221375
"33767","NCOA3",2760390,6.93692565628192,6.67846789290744,6.72118470789877,6.34388043412633,6.49843274054667,6.50802370272173,6.38654256232966,6.28637046464908,6.35193228928541,6.1837364347551,6.03763222795299,6.05701817784742,0.00801456682071125,4.93880120559903e-05,-0.0587678634686937
"616","AFAP1L2",4590133,6.12905021006055,6.06285454319466,5.84586057324919,6.23166185298802,6.32900763873069,6.31896811374643,6.63647135233999,6.28637046464908,6.5563521289725,6.7146558490163,6.66147103522628,6.893554929581,0.00805042979668595,5.01555058985484e-05,0.0668149440733355
"18296","KITLG",5090500,5.605802066296,5.21602212382121,5.0401940963378,5.67983125383369,5.89357604628886,5.91323269883841,5.85621739769996,5.79969853148603,6.17420268378715,6.53756078495589,6.47973776640346,6.54333614030997,0.00805042979668595,5.03545257024923e-05,0.105502595677371
"18511","KRT18P28",2260068,5.05751887999511,5.06575459331733,5.0166173657738,5.02388052084628,5.14865659199363,5.07141676635611,5.26320818943447,5.19128879378951,5.11619578975675,5.24649761781824,5.3186100698158,5.36129216570943,0.00805042979668595,5.02225842836167e-05,0.0256677082370778
"38651","RCBTB1",6760195,5.24386118075198,5.25227342804663,5.20510498482586,5.09803548437709,5.16706907993808,5.13697421613927,4.96144504990548,5.04600243793355,5.02453819926525,5.01595445557386,4.92071058656827,4.95300618125962,0.00805042979668595,5.00043112077368e-05,-0.0251483574537086
"6901","CSRNP2",1940326,6.32130771708125,6.15570699050203,6.08541015995051,6.09537401049849,6.10635451298194,6.07878837527966,5.93595183717772,5.81413053182507,5.94907883061154,5.71340271803319,5.77144112313002,5.86391522616101,0.00811262024585405,5.09149507220306e-05,-0.0390576826626912
"9391","F11R",50307,5.64048762428389,5.54361372250338,5.64297033525944,5.65213824150386,5.66953603592761,5.69204721843778,5.90208673595677,5.9427993751267,5.82982758150686,5.92772570614098,5.8919204167716,5.99271376650841,0.00822918230172961,5.19053092853967e-05,0.0330327911823249
"29838","LOC728946",60338,4.765586907394,4.75617305952462,4.78665806203347,4.77068462446567,4.82189316949938,4.82028156560504,4.91852000518845,4.82510860635335,4.9452074887738,4.9416424226093,4.95723451736914,4.94235645334296,0.00822918230172961,5.19942841370402e-05,0.017407910399131
"2459","BEND3",5900047,5.67022569112736,5.69541422498568,5.68799178874988,5.4380793089232,5.48811093818069,5.42539044911151,5.30280727182089,5.2252088947274,5.34137685600848,5.24649761781824,5.14981735822959,5.2262841636482,0.00832075758308417,5.2748711512906e-05,-0.0420751000088643
"2383","BCL2",3180494,6.43919061393066,6.20334490614348,6.1849732932925,6.35523922816194,6.30991827822652,6.31644240430346,6.14804085415008,5.8224540043737,6.0333260012029,5.77237526612181,5.65248918026865,5.72194977861165,0.00835697567419992,5.35080960480649e-05,-0.0592812767828888
"18800","LATS2",3450192,5.45660234551375,5.31369846858634,5.31713912078862,5.34472373936219,5.33945930987921,5.32933142007721,5.17727903817098,5.12455904041457,5.20345708552408,5.15329159449778,5.07579862000267,5.06259503302697,0.00835697567419992,5.34393256853913e-05,-0.0271488673544442
"42232","SQLE",7050068,7.30927929785704,7.09007683577609,7.03737904677564,6.68885272192518,6.86150189446468,6.75518668033753,6.61338421837956,6.49087526805867,6.66491909432219,6.35350009728881,6.38536301884468,6.401419560489,0.00835697567419992,5.34731512509847e-05,-0.0662377265782816
"36378","PHF3",6400048,7.07614693024259,7.02997291170639,6.82957749791811,6.78014915437699,6.88192451894762,6.95664067671195,6.74805590022446,6.54649842553829,6.66695679242921,6.52956481300885,6.48494053253886,6.5282502725435,0.00836072881907644,5.38818487487849e-05,-0.0448261368910974
"44183","TOP3B",4900386,5.92719265708784,5.86816633076349,5.80302430930585,5.6021188208797,5.65319068854014,5.76393639747595,5.605802066296,5.54165562514777,5.61858762859297,5.4735303841047,5.47227067367148,5.44198471636045,0.00836072881907644,5.38854740785308e-05,-0.034898055850868
"33762","NCOA1",160411,6.57158299736992,6.59769125563723,6.42162226780652,6.3306117741785,6.43310085152097,6.38654256232966,6.37536547730031,6.09356977004514,6.27607942051029,6.06331998420841,6.05373487283411,6.10835829857948,0.00837092005751766,5.412804635379e-05,-0.0416649801162553
"9731","FAM21C",1410678,5.43938280682664,5.35090981666721,5.35658627467201,5.30330490805908,5.28523212699938,5.23271160945004,5.15502419672156,5.03695260241363,5.20180646616719,5.10594547390058,4.92216831277393,5.04148775757902,0.00838679131042579,5.44078974769291e-05,-0.0336098904052183
"3753","C20ORF194",5130167,5.49388415009201,5.44673737166631,5.50166629053407,5.3958976948869,5.38998455507386,5.36504099859094,5.35611446527425,5.33753807970132,5.20893955539682,5.25957653823161,5.21656486467578,5.17784321308016,0.00842962388239254,5.48638961134523e-05,-0.023837813545393
"40","AAK1",1170332,5.48769728770944,5.40042258948519,5.42053499927229,5.25905665259473,5.32252205524485,5.40267738187228,5.26682669945667,5.10047599809605,5.12871458216186,5.0619619212616,5.06069449396899,5.12396397940326,0.00844916663103873,5.56452321240075e-05,-0.0334585171698853
"6599","CPEB2",4830382,6.90585347169254,6.76987157161875,6.77078942390898,6.35419611262925,6.45173344725682,6.46785399355285,6.18311743133082,5.88081227700439,6.1338317883949,5.95168367709614,5.95687310233836,5.88915492828341,0.00844916663103873,5.5705259364032e-05,-0.0798411666301887
"42141","SPIRE1",5690246,7.77308950185544,7.77148876011762,7.67874274366042,7.05315348167149,7.11306067216647,7.18780832426943,6.75483717255742,6.60394382460047,6.70331080510041,6.56385552653213,6.4534675061764,6.52385594878853,0.00844916663103873,5.52657457554039e-05,-0.10803587941931
"44149","TOLLIP",6650612,5.84267447352282,5.88887795833288,5.77641316569111,5.79818315007769,5.84383423010396,5.79909265446053,5.78781720359927,5.6116671857484,5.73592692798277,5.60947179518496,5.5182557869133,5.57405336798142,0.00844916663103873,5.56927349536192e-05,-0.0264699383609323
"2672","BRI3",6270095,8.27274939193132,8.15510361477601,8.07309119969315,7.94346326600385,8.03375573096911,8.06504519726766,7.93719610878895,7.77060303914615,8.021256180144,7.72771130640578,7.54845059953966,7.7222790307086,0.00849564081901956,5.6363555822164e-05,-0.045355425020475
"44231","TPD52L1",2650553,7.79704473535335,7.75529596702718,7.65685737168653,7.62192982673416,7.57845233070449,7.6464014996133,7.65254569269392,7.40196359692469,7.5634082551145,7.38665670516348,7.24907290059983,7.33498187887181,0.00849564081901956,5.65094511818085e-05,-0.0373551917238204
"46380","ZFP106",3360619,6.4584950108743,6.25996380014299,6.31318566178319,6.21019838993349,6.39342351588686,6.36009276516417,6.23656526577423,6.14117682033631,6.24202869399818,6.00462753363426,5.94803498918065,5.89715386763674,0.00849564081901956,5.65502368402502e-05,-0.0384935311403929
"13160","HNMT",3870102,6.45614151484799,6.43470701955018,6.35210661160783,6.45551297931504,6.56244409369372,6.67392987932107,6.87791443697112,6.57577294763378,6.79178310272972,6.94051284322031,6.86776627076577,6.93605114813698,0.00860431978664797,5.74554667409243e-05,0.0466584594342334
"791","AKAP13",3940440,6.73054065955633,6.54979379351794,6.47712619721042,6.44904760947825,6.41313103455415,6.4694053435382,6.33434478002453,6.31318566178319,6.26187329088931,6.26606138001111,6.11191070018385,6.04831735870077,0.00863427204013896,5.78379273656372e-05,-0.0407894620952036
"322","ACSL3",3930593,6.46209298112256,6.42162226780652,6.31100859270851,6.01004093268092,6.05842201523286,6.11963786083096,5.97888576490112,5.75732324158423,5.92719265708784,5.71965582381249,5.65773853615479,5.78873618053636,0.00886665765313028,5.98361720333207e-05,-0.0587208630059628
"19135","LMTK3",6980632,6.76872307028658,6.41427829355076,6.39040843822588,6.50548506177049,6.66262170977631,6.73578001424233,7.06723459352746,6.80072670622361,7.04812573182941,7.15461535691366,7.18075509264778,7.24536972018213,0.00886665765313028,5.99566901718337e-05,0.0659342098492627
"35569","PAG1",3610709,5.16877799519305,5.05942545826569,5.15905529921453,5.00260312239899,5.10897119481712,5.05497110791631,5.01860346374543,4.92797806041525,4.97120122485085,4.87137322676275,4.92435092549924,4.87290462063018,0.00886665765313028,5.96772713194009e-05,-0.022201955713891
"43680","TMEM108",6940753,4.9192507322944,4.90007610352919,4.99111262760739,4.83707524297087,4.91265488573605,4.89783979995091,4.83707524297087,4.8023803552758,4.85437127162159,4.75100063419963,4.69957086140958,4.78582368568135,0.00894135363282662,6.06507304299673e-05,-0.0176047477662597
"1355","APCDD1L",130138,4.95300618125962,5.01595445557386,4.94021282979971,5.17275414357269,5.15039723647141,5.35941246590785,5.37989735354046,5.22789490225149,5.44889022502741,5.52226059803281,5.55450877190845,5.50003297044863,0.00900969994046462,6.13047224569365e-05,0.0483979333775822
"12042","GOLSYN",2690411,6.00190980496952,5.84441360439595,5.70711026474888,5.45830810285698,5.59508305773286,5.55295958492162,5.25749537202778,5.1334427233578,5.3186100698158,5.15675380222625,5.0587903359833,5.11619578975675,0.00909268386701202,6.22536519855439e-05,-0.0672248853768715
"34778","ODZ4",520474,6.06238888544468,5.79026593454434,5.87689509236485,5.89550415596207,5.93885459683568,5.91620206260743,5.69272152729678,5.48438190962083,5.43109847778186,5.37527840768417,5.42097737928392,5.35564243316731,0.00909268386701202,6.21077866025594e-05,-0.0558518919086275
"35941","PCM1",1440259,6.93983517244555,6.75495368872417,6.67481388518782,6.54864880985199,6.70490443093569,6.61686807558141,6.5562100128634,6.39892765787882,6.49208830838938,6.3173451758733,6.27777067337983,6.36835869822811,0.00910759920081591,6.27406829547152e-05,-0.0425784377192262
"44735","TTC17",1090204,6.50757617530321,6.3633728716873,6.401419560489,6.17939534266645,6.22436038986487,6.30627528694802,6.25536609089436,5.97837930755933,6.19174880427611,5.9245231413541,5.92559180295727,5.97837930755933,0.00910759920081591,6.26319088775189e-05,-0.0425421342173341
"185","ABL1",4180088,7.09240745111437,7.06774601529108,6.93614835348335,6.95158075852217,6.92175679861795,6.9261844144505,6.87306030918525,6.58202513889283,6.69146320261703,6.65428137786009,6.56625039983285,6.57228254269401,0.00912384582185138,6.45734588090978e-05,-0.0421455566690782
"1721","ARRDC4",6580168,5.00125813228366,4.93878119032827,4.93231332732079,4.99043258677874,5.08264583007253,5.06701562753236,5.04728861174429,5.00394630594546,5.06132840841177,5.26009615372784,5.35422499848633,5.28371121415867,0.00912384582185138,6.47805970910987e-05,0.0300521547962324
"12850","HERPUD1",4610189,8.66840240651757,8.5155117786337,8.45922503806101,7.82791850307017,7.8641509483526,8.03624994213212,7.51207124583547,7.27973254292931,7.44815912227688,7.23971736012546,7.11615060794744,7.33171496972647,0.00912384582185138,6.4224976609285e-05,-0.117320023362229
"17618","JPH3",290703,5.68866883684615,5.48188814274242,5.51463769251412,5.32641879665891,5.34424629843644,5.38357721049886,5.24965219456676,5.08574276658306,5.1149953094205,5.00595770454514,5.01196773933003,5.11739483066779,0.00912384582185138,6.39944082378256e-05,-0.0470166397407851
"17661","KBTBD11",5050093,6.83658145952761,6.61512766413734,6.56202027508174,6.65208853596237,6.73980988813269,6.70502691241052,6.42697377656452,6.21939661515399,6.4606866210189,6.18291101167894,6.17732151363618,6.18311743133082,0.00912384582185138,6.44031616528032e-05,-0.0521624088347038
"17850","KCNS1",6620259,7.12455877455015,7.02731451403978,6.91304128341137,6.68235919261463,6.76883797979547,6.76006700608253,6.54893517869702,6.2911987005839,6.41722235848391,6.25440556829626,6.34493436009777,6.35350009728881,0.00912384582185138,6.45242613442155e-05,-0.0648077670780872
"39726","S100A9",5390220,7.70912886461295,7.21737006143347,7.22671797146695,7.4740912926757,7.89900504932175,7.6700553182304,8.31505252719031,7.77072961875435,8.1917123277342,8.40969706362799,8.43372462217451,8.60739945930239,0.00912384582185138,6.4495727749451e-05,0.103333680603299
"40341","SETDB2",5390646,6.40407076336751,6.26320776825825,6.25305928479644,5.95557826854357,6.02514107346737,6.00215717664673,5.80362780962592,5.64826976472594,5.84151337034448,5.63550363390291,5.6021188208797,5.70711026474888,0.00912384582185138,6.34516184851717e-05,-0.0584614394155323
"40512","SH3GL2",2600465,5.12634210180823,5.06827507354267,5.06953293534374,4.89634614769413,4.92435092549924,4.90601524496615,4.82189316949938,4.78915702210111,4.88809094133816,4.70320392625946,4.73092139129365,4.79413628550071,0.00912384582185138,6.31190069238823e-05,-0.0295892154449508
"44591","TRRAP",380369,6.74629461285551,6.58561977846098,6.48280149429011,6.48387158534995,6.51293333097245,6.47712619721042,6.500688889507,6.26568136860619,6.29027200234318,6.17378610390194,6.20435572195784,6.08176218508876,0.00912384582185138,6.47754013775003e-05,-0.0421783881517805
"40860","SLC25A14",1710754,6.24823627940218,6.27683144160232,6.25996380014299,6.11853762967146,6.19766537769188,6.22693184811102,6.18662006188202,6.05161846992773,6.15761437690207,6.02320543289204,5.93304062697027,6.03500284912247,0.00912658607315622,6.49929105647074e-05,-0.0238694625786308
"14074","HS.311428",5720286,6.04949757835859,6.08130525110777,6.01200219832553,5.44501174569884,5.40222682993855,5.54047892369801,5.28015339592037,5.0720439222249,5.34996059969987,4.93591174790032,4.95793750509581,5.05113723740559,0.00943364224274618,6.73788871806142e-05,-0.0904978452133681
"352","ACSS2",4670544,7.91264279708693,7.91158058428812,7.72674184438123,7.49092016880585,7.59729596394797,7.51866150415817,7.45083509827746,7.19376094705297,7.48358181696554,7.10381536188661,7.15944741370076,7.24272638947708,0.00944073543197985,6.76681330602632e-05,-0.0594877939921294
"34607","NUDT14",110092,7.55013534248843,7.38974923607943,7.28138566357028,7.1433806077984,7.2282433031591,7.3356339819272,7.1822001246519,6.95225051886869,7.17709515718605,6.86568250256023,6.77262260499064,6.93925394604151,0.00944073543197985,6.82275324416692e-05,-0.0498003186329265
"44125","TNPO3",3360241,6.33611751581939,6.21899844672348,6.31553881700063,6.12926805125518,6.19603671283676,6.26795927391919,6.19440539110467,5.96896328176147,6.12073688281212,5.92932315057013,5.90781116211073,5.98015078720771,0.00944073543197985,6.81674959086951e-05,-0.0326156978895743
